population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,commit0,mean,1.0,0.010410637594759464,0.010410637594759464,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,commit0,mean,1.7013503887027204,0.010410637594759464,0.017712142318487167,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,commit0,mean,1.5320065945408516,0.010410637594759464,0.01594916544854641,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,commit0,mean,1.5750280207154248,0.010410637594759464,0.01639704592525959,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,latest,1.0,0.5296375751495361,0.5296375751495361,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,latest,0.7597660953759711,0.5296375751495361,0.4024006724357605,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,latest,0.6061702186083843,0.5296375751495361,0.3210505247116089,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,latest,0.5248872251189645,0.5296375751495361,0.27799999713897705,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,max,1.0,0.5296375751495361,0.5296375751495361,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,max,0.7736854822119317,0.5296375751495361,0.4097729027271271,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,max,0.635947074920514,0.5296375751495361,0.33682146668434143,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,max,0.5249634699866439,0.5296375751495361,0.2780403792858124,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,mean,1.0,0.5296375751495361,0.5296375751495361,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,mean,0.7616560115167451,0.5296375751495361,0.403401643037796,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,mean,0.6249105881219612,0.5296375751495361,0.33097612857818604,8,47
development_common_h5_canonical,W-BASE,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,mean,0.5310981151593478,0.5296375751495361,0.2812895178794861,8,47
