schema_version,stage,candidate_id,gpu_count,gpu_indices,detected_gpu_count,gpu_model,memory_per_gpu_mib,interconnect,cpu_affinity,numa_affinity,same_numa,scannet_preflight_ref,scannet_preflight_status,formal_training_authorized,model_benchmark_status,training_throughput_samples_per_s,optimizer_steps_per_s,peak_vram_mib,communication_diagnostic_status,communication_bandwidth_gbps,topology_selection_status
1,P2,gpu0,1,0,3,NVIDIA A40,46068,SELF,"0-15,32-47",0,true,repo:artifacts/P2/scannet_preflight.json,pass,true,not_run,null,null,null,not_run,null,pending_formal_benchmark
1,P2,gpu1,1,1,3,NVIDIA A40,46068,SELF,"16-31,48-63",1,true,repo:artifacts/P2/scannet_preflight.json,pass,true,not_run,null,null,null,not_run,null,pending_formal_benchmark
1,P2,gpu2,1,2,3,NVIDIA A40,46068,SELF,"16-31,48-63",1,true,repo:artifacts/P2/scannet_preflight.json,pass,true,not_run,null,null,null,not_run,null,pending_formal_benchmark
1,P2,gpu0+gpu1,2,0+1,3,NVIDIA A40,46068,SYS,"0-15,32-47;16-31,48-63",0;1,false,repo:artifacts/P2/scannet_preflight.json,pass,true,not_run,null,null,null,not_run,null,pending_formal_benchmark
1,P2,gpu0+gpu2,2,0+2,3,NVIDIA A40,46068,SYS,"0-15,32-47;16-31,48-63",0;1,false,repo:artifacts/P2/scannet_preflight.json,pass,true,not_run,null,null,null,not_run,null,pending_formal_benchmark
1,P2,gpu1+gpu2,2,1+2,3,NVIDIA A40,46068,NODE,"16-31,48-63",1,true,repo:artifacts/P2/scannet_preflight.json,pass,true,not_run,null,null,null,not_run,null,pending_formal_benchmark
