run_phase,variant,status,parent_variant,parent_update,parent_checkpoint_sha256,optimizer_updates,devices,gradient_accumulation,effective_episode_batch,global_episode_draws,single_scan_episodes,T2_episodes,T3_episodes,T4_episodes,T5_episodes,loss_evaluated_stages,encoder_scan_inputs,actual_elapsed_seconds,actual_gpu_hours,campaign_training_gpu_hour_cap,campaign_gpu_hours_after_run,campaign_gpu_hours_remaining
M5_MATCHED_CONTROL,FH-CONT,COMPLETE,FH-MATCH,750,42c94da7bfa55f949cd9520201126afbe47223f6f3b5cc8660198e08ffc65c79,1500,2,4,8,12000,2400,2400,2400,2400,2400,36000,84000,20971.476082086563,11.650820045603647,120,112.57429693142574,7.42570306857426
