decision,campaign_training_gpu_hour_cap,completed_gpu_hours_before_m4,remaining_gpu_hours_before_m4,planned_updates_per_arm,student_only_gpu_hours_lower_bound_per_arm,paired_student_only_gpu_hours_lower_bound,teacher_forward_gpu_hours_included,reason
SKIPPED_BUDGET,120,100.92347688582209,19.07652311417791,1000,10.746516489894302,21.493032979788604,False,paired_CONT_and_KD_lower_bound_exceeds_remaining_budget_before_teacher_forward
