selection_role,phase,variant,update,checkpoint_sha256,T2_t_mAP,T3_t_mAP,T4_t_mAP,T5_t_mAP,mean_t_mAP,policy,reducer,selected_for_final
fixed_terminal_update,M2,W-BASE,3000,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,0.5316164493560791,0.420270711183548,0.35663819313049316,0.30341190099716187,0.4029843136668205,lag1,mean,False
fixed_terminal_update,M2,Q-INDEP,3000,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,0.5308438539505005,0.4430740773677826,0.40196675062179565,0.37374264001846313,0.43740683048963547,lag1,mean,False
fixed_terminal_update,M2,Q-TALA,3000,41cba5668b1cabfd5dfc4026479a196d0b283ddb54878d5d963a42f1d51ac46d,0.5328823924064636,0.46390464901924133,0.40968936681747437,0.3817826509475708,0.44706476479768753,lag1,mean,False
fixed_terminal_update,M2,FH-MATCH,3000,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,0.5350268483161926,0.4302995800971985,0.3442195653915405,0.2727476954460144,0.3955734223127365,lag1,mean,False
fixed_terminal_update,M3,M3-BASE-CONT,1500,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,0.5264289975166321,0.44363683462142944,0.39425137639045715,0.3664146661758423,0.43268296867609024,lag1,mean,False
fixed_terminal_update,M3,M3-V-LAST,1500,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,0.5253106951713562,0.43849000334739685,0.3872230350971222,0.352140337228775,0.42579101771116257,lag1,mean,False
fixed_terminal_update,M3,M3-V-CORE,1500,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,0.5313225388526917,0.46810615062713623,0.4158730208873749,0.38797295093536377,0.45081866532564163,lag1,mean,True
fixed_terminal_update,M5_MATCHED_CONTROL,FH-CONT,1500,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,0.5320965051651001,0.4353124797344208,0.35235118865966797,0.30902066826820374,0.40719521045684814,lag1,mean,True
