run_phase,variant,status,optimizer_updates,devices,gradient_accumulation,effective_episode_batch,global_episode_draws,single_scan_episodes,T2_episodes,T3_episodes,T4_episodes,T5_episodes,loss_evaluated_stages,encoder_scan_inputs,actual_elapsed_seconds,actual_gpu_hours,campaign_training_gpu_hour_cap
M2_FORMAL,W-BASE,NOT_RUN,3000,2,4,8,24000,4800,4800,4800,4800,4800,72000,120000,,,120
M2_FORMAL,Q-INDEP,NOT_RUN,3000,2,4,8,24000,4800,4800,4800,4800,4800,72000,120000,,,120
M2_FORMAL,Q-TALA,NOT_RUN,3000,2,4,8,24000,4800,4800,4800,4800,4800,72000,120000,,,120
M2_FORMAL,FH-MATCH,NOT_RUN,3000,2,4,8,24000,4800,4800,4800,4800,4800,72000,168000,,,120
