selection_role,phase,variant,update,checkpoint_sha256,T2_t_mAP,T3_t_mAP,T4_t_mAP,T5_t_mAP,mean_t_mAP,policy,reducer,selected_for_final
m2_arm_best_mean,M2,W-BASE,3000,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,0.5316164493560791,0.420270711183548,0.35663819313049316,0.30341190099716187,0.4029843136668205,lag1,mean,False
m2_gate_same_update_control,M2,Q-INDEP,1500,2b991f9f881f7bcb4414dba90974bd7879997442d797da8a8d2b98a95ff5a8dc,0.5283279418945312,0.4552399218082428,0.3927398920059204,0.3645731210708618,0.43522021919488907,lag1,mean,False
m3_parent_selected,M2,Q-TALA,1500,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,0.5340831875801086,0.4631370007991791,0.4179805517196655,0.39285242557525635,0.4520132914185524,lag1,mean,False
fh_cont_parent_selected,M2,FH-MATCH,750,42c94da7bfa55f949cd9520201126afbe47223f6f3b5cc8660198e08ffc65c79,0.5369858145713806,0.4445614218711853,0.35128253698349,0.29280754923820496,0.4064093306660652,lag1,mean,False
m3_same_update_control,M3,M3-BASE-CONT,1500,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,0.5264289975166321,0.44363683462142944,0.39425137639045715,0.3664146661758423,0.43268296867609024,lag1,mean,False
final_candidate_selected,M3,M3-V-CORE,1500,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,0.5313225388526917,0.46810615062713623,0.4158730208873749,0.38797295093536377,0.45081866532564163,lag1,mean,True
matched_continuation_selected,M5_MATCHED_CONTROL,FH-CONT,1500,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,0.5320965051651001,0.4353124797344208,0.35235118865966797,0.30902066826820374,0.40719521045684814,lag1,mean,True
