population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,episode_count,policy,reducer,prefix_overall_mAP,local_current_AP,t_REC,t_mAP,t_mAP25,t_mAP50,reference_count,master_count
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,2,47,commit0,mean,0.6300931572914124,0.6512957811355591,0.5902460217475891,0.5201389789581299,0.879656970500946,0.723440408706665,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,3,47,commit0,mean,0.5818713307380676,0.6484534740447998,0.5147424936294556,0.4192236661911011,0.7740837335586548,0.6171896457672119,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,4,47,commit0,mean,0.5935715436935425,0.6457523107528687,0.46703603863716125,0.3991946280002594,0.7474825382232666,0.6089662313461304,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,5,47,commit0,mean,0.5763485431671143,0.663793683052063,0.4283651113510132,0.3520409166812897,0.6874678134918213,0.5522240400314331,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,2,47,lag1,latest,0.6549702882766724,0.6569908857345581,0.6183409094810486,0.5378139019012451,0.9128607511520386,0.7485777139663696,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,3,47,lag1,latest,0.6094347834587097,0.6515741348266602,0.5444416999816895,0.4363541305065155,0.7989107966423035,0.6374865174293518,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,4,47,lag1,latest,0.6037312746047974,0.6554763913154602,0.4929952621459961,0.39349520206451416,0.7616153955459595,0.6097444891929626,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,5,47,lag1,latest,0.5836694240570068,0.6688899397850037,0.4495306611061096,0.34395548701286316,0.7004839777946472,0.547504723072052,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,2,47,lag1,max,0.6549702882766724,0.6569908857345581,0.6183409094810486,0.5378139019012451,0.9128607511520386,0.7485777139663696,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,3,47,lag1,max,0.6157765984535217,0.6482775807380676,0.5444416999816895,0.4403883218765259,0.8104440569877625,0.6460046768188477,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,4,47,lag1,max,0.6113643050193787,0.6381238698959351,0.4929952621459961,0.3969041705131531,0.7777499556541443,0.6163731217384338,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,5,47,lag1,max,0.6005245447158813,0.6497519016265869,0.4495306611061096,0.35908910632133484,0.7322465777397156,0.5666194558143616,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,2,47,lag1,mean,0.6549702882766724,0.6569908857345581,0.6183409094810486,0.5378139019012451,0.9128607511520386,0.7485777139663696,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,3,47,lag1,mean,0.6066708564758301,0.6509740352630615,0.5444416999816895,0.4360749423503876,0.79332435131073,0.6368006467819214,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,4,47,lag1,mean,0.59695965051651,0.6570638418197632,0.4929952621459961,0.39376211166381836,0.7447363138198853,0.6035470366477966,8,47
development_common_h5_canonical,Q-INDEP,d3a08be1b2e1dea59542d1d770c2a66b9089d63dbda29f6b77e40af1e14b2a1c,45,45,5,47,lag1,mean,0.5933949947357178,0.6620539426803589,0.4495306611061096,0.3696451187133789,0.7076100707054138,0.5643571019172668,8,47
