population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,2,commit0,mean,1.0,0.49685361981391907,0.49685361981391907,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,3,commit0,mean,0.8520967432060227,0.49685361981391907,0.42336735129356384,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,4,commit0,mean,0.7687535378191025,0.49685361981391907,0.3819579780101776,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,5,commit0,mean,0.7131098852236561,0.49685361981391907,0.3543112277984619,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,2,lag1,latest,1.0,0.5308438539505005,0.5308438539505005,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,3,lag1,latest,0.8096482830497181,0.5308438539505005,0.42979681491851807,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,4,lag1,latest,0.7392923734589464,0.5308438539505005,0.3924488127231598,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,5,lag1,latest,0.6694629580100431,0.5308438539505005,0.3553802967071533,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,2,lag1,max,1.0,0.5308438539505005,0.5308438539505005,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,3,lag1,max,0.8273237883953909,0.5308438539505005,0.43917974829673767,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,4,lag1,max,0.7488935089526461,0.5308438539505005,0.3975455164909363,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,5,lag1,max,0.680271807513113,0.5308438539505005,0.3611181080341339,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,2,lag1,mean,1.0,0.5308438539505005,0.5308438539505005,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,3,lag1,mean,0.8346598987074226,0.5308438539505005,0.4430740773677826,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,4,lag1,mean,0.7572221993913822,0.5308438539505005,0.40196675062179565,8,47
development_common_h5_canonical,Q-INDEP,7e8d439981dce440d1fd0c52e0a77fd35ceacef94796a8b87304f70d4f07f6df,45,45,5,lag1,mean,0.7040538140115934,0.5308438539505005,0.37374264001846313,8,47
