method,method_description,order_id,horizon,sequence_count,trajectory_candidate_count_total,trajectory_candidate_count_mean,empty_trajectory_mask_count,empty_trajectory_mask_rate,current_stage_candidate_count_total,current_stage_candidate_count_mean,score_count,score_min,score_q25,score_median,score_q75,score_max,score_mean,score_std,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC
F0,FullHistory official task prediction,all,3,129,12900,100.0,1210,0.0937984496124031,7174,55.6124031007752,12900,0.0,0.0015918103454168886,0.005693552549928427,0.051114646717906,0.9979409575462341,0.172331697479485,0.33486524779064214,0.10789728909730911,0.18514050543308258,0.34857818484306335,0.2476949393749237,0.4108293354511261,0.5680026412010193,0.3669058680534363,0.5608996748924255,0.767978847026825,0.49847909808158875
F0,FullHistory official task prediction,all,4,129,12900,100.0,933,0.07232558139534884,6951,53.883720930232556,12900,0.0,0.0019273963989689946,0.0077391332015395164,0.10710982605814934,0.997778594493866,0.19332640535437526,0.3469628906907055,0.06899910420179367,0.13188578188419342,0.24188090860843658,0.18835905194282532,0.32543787360191345,0.4589711129665375,0.36049994826316833,0.5663458108901978,0.7679016590118408,0.49829205870628357
F0,FullHistory official task prediction,all,5,129,12900,100.0,827,0.06410852713178294,6388,49.51937984496124,12900,0.0,0.0021251565194688737,0.008877234533429146,0.1791733019053936,0.9976024031639099,0.20733038571589765,0.3535095715629249,0.045340124517679214,0.08561473339796066,0.16709297895431519,0.1365537792444229,0.23615474998950958,0.369904488325119,0.36372849345207214,0.5437174439430237,0.7705991864204407,0.4884997308254242
L0,Local official candidates without persistent identity,all,2,129,25800,200.0,7638,0.29604651162790696,7701,59.69767441860465,25800,0.0,0.0005843599792569876,0.0025862966431304812,0.012194563401862979,0.9993172883987427,0.12437517662344497,0.2985671972675959,0.06876719743013382,0.09919283539056778,0.206543430685997,0.2073620706796646,0.31379178166389465,0.3888293504714966,0.371692419052124,0.5463876724243164,0.7624458074569702,0.4963539242744446
L0,Local official candidates without persistent identity,all,3,129,38700,300.0,12670,0.327390180878553,7868,60.992248062015506,38700,0.0,0.0006661951338173822,0.0029120824765414,0.013921994715929031,0.9993172883987427,0.1299894779498704,0.3033143568507326,0.029015982523560524,0.03962431848049164,0.13561102747917175,0.1302003115415573,0.19394908845424652,0.26219406723976135,0.38409721851348877,0.5667939782142639,0.7751362323760986,0.5231457352638245
L0,Local official candidates without persistent identity,all,4,129,51600,400.0,17563,0.34036821705426357,8007,62.06976744186046,51600,0.0,0.0007277928962139413,0.003211253322660923,0.015431603416800499,0.9993172883987427,0.13419980284213923,0.3065858141773124,0.009834382683038712,0.013750788755714893,0.10554855316877365,0.07272668927907944,0.10895334929227829,0.1830264925956726,0.365923136472702,0.5720521807670593,0.7824838757514954,0.5050413608551025
L0,Local official candidates without persistent identity,all,5,129,64500,500.0,22492,0.34871317829457366,7971,61.7906976744186,64500,0.0,0.0007802547770552337,0.0033639646135270596,0.016526606399565935,0.9993172883987427,0.13722305877966642,0.30899925728288596,0.004090670496225357,0.005913619417697191,0.09697619080543518,0.051681797951459885,0.07854580134153366,0.15386544167995453,0.3828856647014618,0.5737573504447937,0.7898914813995361,0.5076167583465576
L1,Legacy raw-observation conversion without persistent identity,all,2,129,2726,21.131782945736433,5,0.001834189288334556,1382,10.713178294573643,2726,0.5045843720436096,0.9469326883554459,0.992085188627243,0.998386561870575,0.9999380111694336,0.9388923641083788,0.11186700319717793,0.03743881732225418,0.057274460792541504,0.1700749546289444,0.1642138510942459,0.2126721739768982,0.33068954944610596,0.2984672486782074,0.4806825518608093,0.6688590049743652,0.410002738237381
L1,Legacy raw-observation conversion without persistent identity,all,3,129,4101,31.790697674418606,5,0.00121921482565228,1375,10.65891472868217,4101,0.5045843720436096,0.9432359933853149,0.9919074773788452,0.9982911944389343,0.9999380111694336,0.9359844557048925,0.11618154467513671,0.01396883837878704,0.02033861167728901,0.1191609799861908,0.0993264690041542,0.12649130821228027,0.2315206080675125,0.2987825572490692,0.49644020199775696,0.6825317740440369,0.4163161516189575
L1,Legacy raw-observation conversion without persistent identity,all,4,129,5592,43.348837209302324,6,0.001072961373390558,1490,11.550387596899224,5592,0.5045843720436096,0.9407079368829727,0.9917300343513489,0.9982347339391708,0.9999380111694336,0.9341261412772498,0.1181550001502611,0.004859867040067911,0.0068687619641423225,0.09953724592924118,0.05363709479570389,0.06919810175895691,0.1676456779241562,0.2931971549987793,0.4943518340587616,0.6859497427940369,0.4037726819515228
L1,Legacy raw-observation conversion without persistent identity,all,5,129,7024,54.44961240310077,6,0.0008542141230068337,1432,11.10077519379845,7024,0.5045843720436096,0.9416261911392212,0.9917538166046143,0.9982137084007263,0.9999380111694336,0.934230014452698,0.11866522477733285,0.002539272652938962,0.0033462641295045614,0.09471391886472702,0.035609882324934006,0.04611172899603844,0.14137348532676697,0.30357614159584045,0.4903737008571625,0.6979132294654846,0.41760125756263733
P0,Legacy raw-observation conversion with B4 identity,all,2,129,1756,13.612403100775193,0,0.0,1382,10.713178294573643,1756,0.5137624144554138,0.9254395663738251,0.9873838126659393,0.9977334588766098,0.9999011754989624,0.9329099281434318,0.10792678263211095,0.156941756606102,0.2733722925186157,0.47464191913604736,0.27248120307922363,0.3829466700553894,0.5530732870101929,0.2894674241542816,0.46877118945121765,0.6630010008811951,0.41044896841049194
P0,Legacy raw-observation conversion with B4 identity,all,3,129,1944,15.069767441860465,0,0.0,1375,10.65891472868217,1944,0.5137624144554138,0.8957695960998535,0.9822324812412262,0.9970228970050812,0.9999125003814697,0.9269524126815698,0.10645387263502186,0.09478398412466049,0.191737562417984,0.34748461842536926,0.1910184621810913,0.29823222756385803,0.43979498744010925,0.29998356103897095,0.49596109986305237,0.6807883381843567,0.41752707958221436
P0,Legacy raw-observation conversion with B4 identity,all,4,129,2116,16.4031007751938,0,0.0,1490,11.550387596899224,2116,0.5070058703422546,0.8776133805513382,0.9737337827682495,0.9958336055278778,0.9999125003814697,0.921068924220388,0.105820072304112,0.05887506529688835,0.13456563651561737,0.21850958466529846,0.13282133638858795,0.23239527642726898,0.31235775351524353,0.29694390296936035,0.497099369764328,0.6799341440200806,0.40329185128211975
P0,Legacy raw-observation conversion with B4 identity,all,5,129,2208,17.11627906976744,0,0.0,1432,11.10077519379845,2208,0.5070058703422546,0.8731052130460739,0.9683637320995331,0.9948717951774597,0.9998318552970886,0.9187868199432674,0.10426805549168934,0.044662654399871826,0.10715662688016891,0.16754165291786194,0.10445309430360794,0.1962679922580719,0.28327620029449463,0.3054547607898712,0.48273584246635437,0.682057797908783,0.41544193029403687
P1,V2 official candidates with B4 identity,all,2,129,24626,190.89922480620154,7633,0.30995695606269796,7701,59.69767441860465,24626,0.0,0.0005310553824529052,0.0023140404373407364,0.009098143549636006,0.9978616237640381,0.0949795246456413,0.26074372703792986,0.2072410136461258,0.32339704036712646,0.5257684588432312,0.34868067502975464,0.5337235331535339,0.6804587841033936,0.3617435097694397,0.5408530831336975,0.7627933025360107,0.4963539242744446
P1,V2 official candidates with B4 identity,all,3,129,36125,280.0387596899225,12665,0.35058823529411764,7868,60.992248062015506,36125,0.0,0.0005868967855349183,0.0024946099147200584,0.00912232045084238,0.9978616237640381,0.08601032101175028,0.24568576018414168,0.12310197949409485,0.21627987921237946,0.3861774206161499,0.2529574930667877,0.41096726059913635,0.5479671955108643,0.3690519332885742,0.570050060749054,0.7803565859794617,0.5231457352638245
P1,V2 official candidates with B4 identity,all,4,129,47450,367.82945736434107,17557,0.37001053740779766,8007,62.06976744186046,47450,0.0,0.0006335292127914727,0.00263504171743989,0.009581437334418297,0.9978616237640381,0.08079753512695488,0.23593276282812625,0.07023176550865173,0.14179670810699463,0.26698482036590576,0.17581450939178467,0.30697211623191833,0.4262063801288605,0.3589281737804413,0.5807260870933533,0.7905157208442688,0.5050413608551025
P1,V2 official candidates with B4 identity,all,5,129,58719,455.1860465116279,22486,0.38294248880260223,7971,61.7906976744186,58719,0.0,0.0006584496586583555,0.002677472308278084,0.009768155869096518,0.9978616237640381,0.07785062487457961,0.23018145131297274,0.05250302702188492,0.11147091537714005,0.23007622361183167,0.13842646777629852,0.25305312871932983,0.365384966135025,0.3714047074317932,0.5718337893486023,0.7954360842704773,0.5076167583465576
