method,method_description,order_id,horizon,sequence_count,trajectory_candidate_count_total,trajectory_candidate_count_mean,empty_trajectory_mask_count,empty_trajectory_mask_rate,current_stage_candidate_count_total,current_stage_candidate_count_mean,score_count,score_min,score_q25,score_median,score_q75,score_max,score_mean,score_std,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC
L1,Legacy raw-observation conversion without persistent identity,sha256_seed45,5,43,2344,54.51162790697674,6,0.002559726962457338,485,11.279069767441861,2344,0.5045843720436096,0.9372156858444214,0.9918733537197113,0.9981589913368225,0.9999215602874756,0.9333628055229529,0.1192672305387906,0.002667925786226988,0.0034653032198548317,0.09488186985254288,0.037246279418468475,0.045962437987327576,0.14263983070850372,0.360744446516037,0.5500081181526184,0.7032881379127502,0.47961312532424927
P0,Legacy raw-observation conversion with B4 identity,sha256_seed45,2,43,579,13.465116279069768,0,0.0,435,10.116279069767442,579,0.532443642616272,0.9328188896179199,0.9861036539077759,0.9977432489395142,0.99985671043396,0.9346117986710372,0.10696336688682462,0.15189005434513092,0.24033865332603455,0.43219277262687683,0.2689223885536194,0.3518534004688263,0.5256666541099548,0.3371800482273102,0.5076898336410522,0.6006028056144714,0.4557030498981476
P0,Legacy raw-observation conversion with B4 identity,sha256_seed45,3,43,635,14.767441860465116,0,0.0,428,9.953488372093023,635,0.5407249331474304,0.9161878824234009,0.9828112125396729,0.9972354769706726,0.9997407793998718,0.9286340713500977,0.10570027095473243,0.1006915271282196,0.20173820853233337,0.3636503219604492,0.19775326550006866,0.294564425945282,0.4564547836780548,0.36785128712654114,0.5862788558006287,0.6629514098167419,0.4819708466529846
P0,Legacy raw-observation conversion with B4 identity,sha256_seed45,4,43,702,16.325581395348838,0,0.0,543,12.627906976744185,702,0.5070058703422546,0.872785821557045,0.9682708978652954,0.9961310029029846,0.9997705817222595,0.9188509776211872,0.10764958893037506,0.057503003627061844,0.13653399050235748,0.18016362190246582,0.12384035438299179,0.2195291519165039,0.2937014698982239,0.29907116293907166,0.5212839841842651,0.6818807125091553,0.39237186312675476
P0,Legacy raw-observation conversion with B4 identity,sha256_seed45,5,43,723,16.813953488372093,0,0.0,485,11.279069767441861,723,0.5070058703422546,0.8704572916030884,0.967287540435791,0.994933545589447,0.9997144341468811,0.9190729581139064,0.10320942010894071,0.05016596242785454,0.12538683414459229,0.16189871728420258,0.10885389149188995,0.20112362504005432,0.26402756571769714,0.3682869076728821,0.5507970452308655,0.674300491809845,0.46890637278556824
P1,V2 official candidates with B4 identity,sha256_seed45,2,43,8223,191.2325581395349,2629,0.31971300012161014,2445,56.86046511627907,8223,0.0,0.0005526228342205286,0.002407318213954568,0.00896869320422411,0.9969672560691833,0.09707616003300987,0.2645860286462237,0.19893194735050201,0.2864951193332672,0.4805023968219757,0.3360233008861542,0.5328511595726013,0.6421684622764587,0.3985053598880768,0.5748668909072876,0.7124702334403992,0.522435188293457
P1,V2 official candidates with B4 identity,sha256_seed45,3,43,12089,281.13953488372096,4317,0.3571014972288858,2612,60.74418604651163,12089,0.0,0.0005509638576768339,0.0024834279902279377,0.008391889743506908,0.9969672560691833,0.08603151524305046,0.24747996945776746,0.12826353311538696,0.21492065489292145,0.37737229466438293,0.2552339434623718,0.44895145297050476,0.532599151134491,0.43555212020874023,0.657322883605957,0.7694637775421143,0.6180028915405273
P1,V2 official candidates with B4 identity,sha256_seed45,4,43,15820,367.90697674418607,5865,0.37073324905183314,2751,63.97674418604651,15820,0.0,0.0005929915350861847,0.0026940652169287205,0.009140931069850922,0.9969672560691833,0.07965014487472011,0.23498095845701847,0.05318271741271019,0.11913521587848663,0.20587635040283203,0.15999412536621094,0.30564069747924805,0.3707234561443329,0.35083675384521484,0.6179414987564087,0.8117422461509705,0.5044739246368408
P1,V2 official candidates with B4 identity,sha256_seed45,5,43,19545,454.5348837209302,7450,0.381171655154771,2715,63.13953488372093,19545,0.0,0.0006300716777332127,0.0027126003988087177,0.009802884422242641,0.9976218938827515,0.07787089559162201,0.23027023317936046,0.05809342861175537,0.1226920560002327,0.20528249442577362,0.1424552947282791,0.2795614004135132,0.33018946647644043,0.4374626576900482,0.6631854176521301,0.8158632516860962,0.5617372989654541
F0,FullHistory official task prediction,all,2,129,12900,100.0,1680,0.13023255813953488,7645,59.263565891472865,12900,0.0,0.0009707349818199873,0.0038640047423541546,0.02070389688014984,0.9979400634765625,0.14640646998177798,0.31652589125377834,0.19099636375904083,0.2987154722213745,0.4959089159965515,0.34165626764297485,0.5186951160430908,0.6918497681617737,0.37085068225860596,0.5460096001625061,0.7594894170761108,0.49325576424598694
