record_type,file_name,num_queries,foreground_query_fraction,background_query_fraction,gt_instance_count,gt_instance_coverage,query_content_norm_mean,query_content_norm_max,query_content_zero_fraction,gt_instance_id,gt_label,size_points,size_bin,query_count,covered_by_fps_query
gt_instance,scene0219_00-scene0219_02,,,,,,,,,7,0,16925,large_ge1000,16,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,8,11,7471,large_ge1000,7,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,9,6,3777,large_ge1000,2,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,13,17,777,medium_100_999,1,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,14,4,982,medium_100_999,1,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,16,2,647,medium_100_999,2,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,18,8,588,medium_100_999,0,False
gt_instance,scene0219_00-scene0219_02,,,,,,,,,19,10,6257,large_ge1000,10,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,20,0,1268,large_ge1000,1,True
gt_instance,scene0219_00-scene0219_02,,,,,,,,,28,5,2171,large_ge1000,3,True
scene_summary,scene0219_01-scene0219_03,100,0.5299999713897705,0.4699999988079071,10,0.800000011920929,0.0,0.0,1.0,,,,,,
gt_instance,scene0219_01-scene0219_03,,,,,,,,,7,0,15609,large_ge1000,22,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,8,11,5932,large_ge1000,3,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,9,6,4129,large_ge1000,8,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,13,17,1084,large_ge1000,1,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,14,4,849,medium_100_999,0,False
gt_instance,scene0219_01-scene0219_03,,,,,,,,,16,2,653,medium_100_999,0,False
gt_instance,scene0219_01-scene0219_03,,,,,,,,,18,8,502,medium_100_999,1,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,19,10,6056,large_ge1000,12,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,20,0,1602,large_ge1000,3,True
gt_instance,scene0219_01-scene0219_03,,,,,,,,,28,5,1123,large_ge1000,3,True
scene_summary,scene0219_02-scene0219_01,100,0.5099999904632568,0.49000000953674316,9,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0219_02-scene0219_01,,,,,,,,,7,0,14528,large_ge1000,18,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,8,11,6123,large_ge1000,12,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,9,6,3591,large_ge1000,5,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,13,17,718,medium_100_999,1,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,14,4,863,medium_100_999,1,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,18,8,521,medium_100_999,1,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,19,10,6067,large_ge1000,9,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,20,0,1376,large_ge1000,1,True
gt_instance,scene0219_02-scene0219_01,,,,,,,,,28,5,1010,large_ge1000,3,True
scene_summary,scene0219_03-scene0219_04,100,0.4099999964237213,0.5899999737739563,10,0.8999999761581421,0.0,0.0,1.0,,,,,,
gt_instance,scene0219_03-scene0219_04,,,,,,,,,7,0,17813,large_ge1000,15,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,8,11,7517,large_ge1000,2,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,9,6,6079,large_ge1000,4,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,13,17,1852,large_ge1000,1,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,14,4,918,medium_100_999,1,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,16,2,1709,large_ge1000,3,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,18,8,538,medium_100_999,0,False
gt_instance,scene0219_03-scene0219_04,,,,,,,,,19,10,5782,large_ge1000,9,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,20,0,1746,large_ge1000,3,True
gt_instance,scene0219_03-scene0219_04,,,,,,,,,28,5,2593,large_ge1000,3,True
scene_summary,scene0219_04-scene0219_00,100,0.5799999833106995,0.41999998688697815,10,0.800000011920929,0.0,0.0,1.0,,,,,,
gt_instance,scene0219_04-scene0219_00,,,,,,,,,7,0,17292,large_ge1000,21,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,8,11,7688,large_ge1000,13,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,9,6,5876,large_ge1000,11,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,13,17,1474,large_ge1000,2,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,14,4,925,medium_100_999,1,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,16,2,1694,large_ge1000,1,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,18,8,549,medium_100_999,0,False
gt_instance,scene0219_04-scene0219_00,,,,,,,,,19,10,6007,large_ge1000,5,True
gt_instance,scene0219_04-scene0219_00,,,,,,,,,20,0,1326,large_ge1000,0,False
gt_instance,scene0219_04-scene0219_00,,,,,,,,,28,5,3058,large_ge1000,4,True
scene_summary,scene0249_00-scene0249_03,100,0.10999999940395355,0.8899999856948853,7,0.7142857313156128,0.0,0.0,1.0,,,,,,
gt_instance,scene0249_00-scene0249_03,,,,,,,,,4,8,300,medium_100_999,0,False
gt_instance,scene0249_00-scene0249_03,,,,,,,,,5,8,312,medium_100_999,1,True
gt_instance,scene0249_00-scene0249_03,,,,,,,,,14,3,4320,large_ge1000,7,True
gt_instance,scene0249_00-scene0249_03,,,,,,,,,15,2,1219,large_ge1000,1,True
gt_instance,scene0249_00-scene0249_03,,,,,,,,,16,2,1559,large_ge1000,1,True
gt_instance,scene0249_00-scene0249_03,,,,,,,,,17,4,1592,large_ge1000,0,False
gt_instance,scene0249_00-scene0249_03,,,,,,,,,18,4,1784,large_ge1000,1,True
scene_summary,scene0249_01-scene0249_02,100,0.03999999910593033,0.9599999785423279,6,0.5,0.0,0.0,1.0,,,,,,
gt_instance,scene0249_01-scene0249_02,,,,,,,,,4,8,703,medium_100_999,0,False
gt_instance,scene0249_01-scene0249_02,,,,,,,,,14,3,4687,large_ge1000,2,True
gt_instance,scene0249_01-scene0249_02,,,,,,,,,15,2,1221,large_ge1000,1,True
gt_instance,scene0249_01-scene0249_02,,,,,,,,,16,2,1093,large_ge1000,0,False
gt_instance,scene0249_01-scene0249_02,,,,,,,,,17,4,966,medium_100_999,1,True
gt_instance,scene0249_01-scene0249_02,,,,,,,,,18,4,2275,large_ge1000,0,False
scene_summary,scene0249_02-scene0249_00,100,0.11999999731779099,0.8799999952316284,7,0.8571428656578064,0.0,0.0,1.0,,,,,,
gt_instance,scene0249_02-scene0249_00,,,,,,,,,4,8,488,medium_100_999,0,False
gt_instance,scene0249_02-scene0249_00,,,,,,,,,5,8,316,medium_100_999,1,True
gt_instance,scene0249_02-scene0249_00,,,,,,,,,14,3,4024,large_ge1000,4,True
gt_instance,scene0249_02-scene0249_00,,,,,,,,,15,2,1060,large_ge1000,1,True
gt_instance,scene0249_02-scene0249_00,,,,,,,,,16,2,1112,large_ge1000,3,True
gt_instance,scene0249_02-scene0249_00,,,,,,,,,17,4,1782,large_ge1000,1,True
gt_instance,scene0249_02-scene0249_00,,,,,,,,,18,4,2422,large_ge1000,2,True
scene_summary,scene0249_03-scene0249_01,100,0.12999999523162842,0.8700000047683716,6,0.6666666865348816,0.0,0.0,1.0,,,,,,
gt_instance,scene0249_03-scene0249_01,,,,,,,,,4,8,520,medium_100_999,0,False
gt_instance,scene0249_03-scene0249_01,,,,,,,,,14,3,5019,large_ge1000,7,True
gt_instance,scene0249_03-scene0249_01,,,,,,,,,15,2,1367,large_ge1000,2,True
gt_instance,scene0249_03-scene0249_01,,,,,,,,,16,2,1521,large_ge1000,1,True
gt_instance,scene0249_03-scene0249_01,,,,,,,,,17,4,752,medium_100_999,3,True
gt_instance,scene0249_03-scene0249_01,,,,,,,,,18,4,1632,large_ge1000,0,False
scene_summary,scene0259_00-scene0259_02,100,0.18000000715255737,0.8199999928474426,4,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0259_00-scene0259_02,,,,,,,,,6,4,1248,large_ge1000,3,True
gt_instance,scene0259_00-scene0259_02,,,,,,,,,7,3,2844,large_ge1000,5,True
gt_instance,scene0259_00-scene0259_02,,,,,,,,,8,2,2122,large_ge1000,6,True
gt_instance,scene0259_00-scene0259_02,,,,,,,,,9,2,1856,large_ge1000,4,True
scene_summary,scene0259_01-scene0259_00,100,0.2800000011920929,0.7200000286102295,4,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0259_01-scene0259_00,,,,,,,,,6,4,783,medium_100_999,6,True
gt_instance,scene0259_01-scene0259_00,,,,,,,,,7,3,1935,large_ge1000,6,True
gt_instance,scene0259_01-scene0259_00,,,,,,,,,8,2,2735,large_ge1000,11,True
gt_instance,scene0259_01-scene0259_00,,,,,,,,,9,2,1078,large_ge1000,5,True
scene_summary,scene0259_02-scene0259_01,100,0.30000001192092896,0.699999988079071,4,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0259_02-scene0259_01,,,,,,,,,6,4,474,medium_100_999,2,True
gt_instance,scene0259_02-scene0259_01,,,,,,,,,7,3,1848,large_ge1000,8,True
gt_instance,scene0259_02-scene0259_01,,,,,,,,,8,2,2283,large_ge1000,15,True
gt_instance,scene0259_02-scene0259_01,,,,,,,,,9,2,774,medium_100_999,5,True
scene_summary,scene0269_00-scene0269_02,100,0.4099999964237213,0.5899999737739563,5,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0269_00-scene0269_02,,,,,,,,,4,3,6047,large_ge1000,26,True
gt_instance,scene0269_00-scene0269_02,,,,,,,,,5,11,1463,large_ge1000,2,True
gt_instance,scene0269_00-scene0269_02,,,,,,,,,6,6,3307,large_ge1000,9,True
gt_instance,scene0269_00-scene0269_02,,,,,,,,,8,17,1048,large_ge1000,1,True
gt_instance,scene0269_00-scene0269_02,,,,,,,,,9,17,2528,large_ge1000,3,True
scene_summary,scene0269_01-scene0269_03,100,0.3199999928474426,0.6800000071525574,5,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0269_01-scene0269_03,,,,,,,,,4,3,5036,large_ge1000,16,True
gt_instance,scene0269_01-scene0269_03,,,,,,,,,5,11,1976,large_ge1000,3,True
gt_instance,scene0269_01-scene0269_03,,,,,,,,,6,6,2808,large_ge1000,6,True
gt_instance,scene0269_01-scene0269_03,,,,,,,,,8,17,995,medium_100_999,3,True
gt_instance,scene0269_01-scene0269_03,,,,,,,,,9,17,2203,large_ge1000,4,True
scene_summary,scene0269_02-scene0269_01,100,0.3499999940395355,0.6499999761581421,5,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0269_02-scene0269_01,,,,,,,,,4,3,5831,large_ge1000,17,True
gt_instance,scene0269_02-scene0269_01,,,,,,,,,5,11,1651,large_ge1000,2,True
gt_instance,scene0269_02-scene0269_01,,,,,,,,,6,6,3533,large_ge1000,8,True
gt_instance,scene0269_02-scene0269_01,,,,,,,,,8,17,1038,large_ge1000,3,True
gt_instance,scene0269_02-scene0269_01,,,,,,,,,9,17,2126,large_ge1000,5,True
scene_summary,scene0269_03-scene0269_00,100,0.20999999344348907,0.7900000214576721,5,0.800000011920929,0.0,0.0,1.0,,,,,,
gt_instance,scene0269_03-scene0269_00,,,,,,,,,4,3,5335,large_ge1000,9,True
gt_instance,scene0269_03-scene0269_00,,,,,,,,,5,11,1805,large_ge1000,2,True
gt_instance,scene0269_03-scene0269_00,,,,,,,,,6,6,2572,large_ge1000,5,True
gt_instance,scene0269_03-scene0269_00,,,,,,,,,8,17,983,medium_100_999,0,False
gt_instance,scene0269_03-scene0269_00,,,,,,,,,9,17,2601,large_ge1000,5,True
scene_summary,scene0279_00-scene0279_01,100,0.46000000834465027,0.5400000214576721,14,0.6428571343421936,0.0,0.0,1.0,,,,,,
gt_instance,scene0279_00-scene0279_01,,,,,,,,,3,8,593,medium_100_999,1,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,4,8,1014,large_ge1000,3,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,5,8,177,medium_100_999,0,False
gt_instance,scene0279_00-scene0279_01,,,,,,,,,6,8,77,small_lt100,0,False
gt_instance,scene0279_00-scene0279_01,,,,,,,,,8,0,10437,large_ge1000,24,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,11,8,350,medium_100_999,2,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,12,8,374,medium_100_999,1,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,13,8,344,medium_100_999,0,False
gt_instance,scene0279_00-scene0279_01,,,,,,,,,14,8,275,medium_100_999,2,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,15,8,142,medium_100_999,0,False
gt_instance,scene0279_00-scene0279_01,,,,,,,,,16,8,49,small_lt100,0,False
gt_instance,scene0279_00-scene0279_01,,,,,,,,,17,3,6007,large_ge1000,8,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,18,4,888,medium_100_999,3,True
gt_instance,scene0279_00-scene0279_01,,,,,,,,,19,4,430,medium_100_999,2,True
scene_summary,scene0279_01-scene0279_00,100,0.4099999964237213,0.5899999737739563,14,0.5714285969734192,0.0,0.0,1.0,,,,,,
gt_instance,scene0279_01-scene0279_00,,,,,,,,,3,8,592,medium_100_999,2,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,4,8,1015,large_ge1000,0,False
gt_instance,scene0279_01-scene0279_00,,,,,,,,,5,8,177,medium_100_999,0,False
gt_instance,scene0279_01-scene0279_00,,,,,,,,,6,8,78,small_lt100,0,False
gt_instance,scene0279_01-scene0279_00,,,,,,,,,8,0,10449,large_ge1000,17,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,11,8,350,medium_100_999,2,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,12,8,372,medium_100_999,1,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,13,8,344,medium_100_999,1,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,14,8,275,medium_100_999,0,False
gt_instance,scene0279_01-scene0279_00,,,,,,,,,15,8,142,medium_100_999,0,False
gt_instance,scene0279_01-scene0279_00,,,,,,,,,16,8,48,small_lt100,0,False
gt_instance,scene0279_01-scene0279_00,,,,,,,,,17,3,6007,large_ge1000,14,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,18,4,888,medium_100_999,2,True
gt_instance,scene0279_01-scene0279_00,,,,,,,,,19,4,429,medium_100_999,2,True
scene_summary,scene0289_00-scene0289_02,100,0.4099999964237213,0.5899999737739563,23,0.6521739363670349,0.0,0.0,1.0,,,,,,
gt_instance,scene0289_00-scene0289_02,,,,,,,,,2,4,3446,large_ge1000,3,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,3,2,1172,large_ge1000,1,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,4,2,1393,large_ge1000,2,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,5,2,979,medium_100_999,1,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,6,2,810,medium_100_999,2,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,8,5,6260,large_ge1000,3,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,12,0,9013,large_ge1000,8,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,13,11,5501,large_ge1000,1,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,15,0,10779,large_ge1000,4,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,17,9,2322,large_ge1000,3,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,18,0,10022,large_ge1000,6,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,19,15,367,medium_100_999,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,20,15,386,medium_100_999,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,27,6,2450,large_ge1000,4,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,30,2,1153,large_ge1000,1,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,31,2,1293,large_ge1000,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,32,0,704,medium_100_999,1,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,35,17,762,medium_100_999,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,36,17,2462,large_ge1000,1,True
gt_instance,scene0289_00-scene0289_02,,,,,,,,,38,8,120,medium_100_999,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,39,8,116,medium_100_999,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,41,8,61,small_lt100,0,False
gt_instance,scene0289_00-scene0289_02,,,,,,,,,42,8,52,small_lt100,0,False
scene_summary,scene0289_01-scene0289_00,100,0.4000000059604645,0.6000000238418579,24,0.5,0.0,0.0,1.0,,,,,,
gt_instance,scene0289_01-scene0289_00,,,,,,,,,2,4,2940,large_ge1000,4,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,3,2,967,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,4,2,1262,large_ge1000,1,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,5,2,637,medium_100_999,2,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,6,2,1396,large_ge1000,2,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,8,5,3926,large_ge1000,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,12,0,7286,large_ge1000,4,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,13,11,3699,large_ge1000,4,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,15,0,9016,large_ge1000,9,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,17,9,2287,large_ge1000,1,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,18,0,8361,large_ge1000,7,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,19,15,382,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,20,15,298,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,27,6,4363,large_ge1000,2,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,30,2,1245,large_ge1000,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,31,2,1377,large_ge1000,1,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,32,0,846,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,35,17,639,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,36,17,2267,large_ge1000,3,True
gt_instance,scene0289_01-scene0289_00,,,,,,,,,38,8,106,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,39,8,126,medium_100_999,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,41,8,36,small_lt100,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,42,8,71,small_lt100,0,False
gt_instance,scene0289_01-scene0289_00,,,,,,,,,74,6,3377,large_ge1000,0,False
scene_summary,scene0289_02-scene0289_01,100,0.5899999737739563,0.4099999964237213,24,0.7083333134651184,0.0,0.0,1.0,,,,,,
gt_instance,scene0289_02-scene0289_01,,,,,,,,,2,4,3373,large_ge1000,1,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,3,2,582,medium_100_999,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,4,2,1229,large_ge1000,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,5,2,676,medium_100_999,3,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,6,2,1064,large_ge1000,2,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,8,5,5615,large_ge1000,7,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,12,0,6939,large_ge1000,6,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,13,11,3020,large_ge1000,2,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,15,0,9530,large_ge1000,6,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,17,9,2176,large_ge1000,3,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,18,0,8031,large_ge1000,11,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,19,15,382,medium_100_999,1,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,20,15,304,medium_100_999,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,27,6,4201,large_ge1000,6,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,30,2,1364,large_ge1000,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,31,2,1305,large_ge1000,2,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,32,0,758,medium_100_999,1,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,35,17,809,medium_100_999,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,36,17,2502,large_ge1000,5,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,38,8,114,medium_100_999,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,39,8,135,medium_100_999,1,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,41,8,25,small_lt100,0,False
gt_instance,scene0289_02-scene0289_01,,,,,,,,,42,8,67,small_lt100,1,True
gt_instance,scene0289_02-scene0289_01,,,,,,,,,74,6,3386,large_ge1000,1,True
scene_summary,scene0299_00-scene0299_01,100,0.47999998927116394,0.5199999809265137,6,0.8333333134651184,0.0,0.0,1.0,,,,,,
gt_instance,scene0299_00-scene0299_01,,,,,,,,,3,0,12724,large_ge1000,33,True
gt_instance,scene0299_00-scene0299_01,,,,,,,,,4,2,1438,large_ge1000,4,True
gt_instance,scene0299_00-scene0299_01,,,,,,,,,7,4,1226,large_ge1000,5,True
gt_instance,scene0299_00-scene0299_01,,,,,,,,,8,17,432,medium_100_999,0,False
gt_instance,scene0299_00-scene0299_01,,,,,,,,,40,2,1050,large_ge1000,5,True
gt_instance,scene0299_00-scene0299_01,,,,,,,,,80,17,463,medium_100_999,1,True
scene_summary,scene0299_01-scene0299_02,100,0.41999998688697815,0.5799999833106995,3,1.0,0.0,0.0,1.0,,,,,,
gt_instance,scene0299_01-scene0299_02,,,,,,,,,3,0,10145,large_ge1000,33,True
gt_instance,scene0299_01-scene0299_02,,,,,,,,,40,2,2085,large_ge1000,4,True
gt_instance,scene0299_01-scene0299_02,,,,,,,,,80,17,862,medium_100_999,5,True
scene_summary,scene0299_02-scene0299_00,100,0.4099999964237213,0.5899999737739563,6,0.8333333134651184,0.0,0.0,1.0,,,,,,
gt_instance,scene0299_02-scene0299_00,,,,,,,,,3,0,11552,large_ge1000,33,True
gt_instance,scene0299_02-scene0299_00,,,,,,,,,4,2,1426,large_ge1000,3,True
gt_instance,scene0299_02-scene0299_00,,,,,,,,,7,4,1223,large_ge1000,1,True
gt_instance,scene0299_02-scene0299_00,,,,,,,,,8,17,432,medium_100_999,2,True
gt_instance,scene0299_02-scene0299_00,,,,,,,,,40,2,1012,large_ge1000,2,True
gt_instance,scene0299_02-scene0299_00,,,,,,,,,80,17,401,medium_100_999,0,False
scene_summary,scene0309_00-scene0309_02,100,0.41999998688697815,0.5799999833106995,23,0.8260869383811951,0.0,0.0,1.0,,,,,,
gt_instance,scene0309_00-scene0309_02,,,,,,,,,2,0,4530,large_ge1000,2,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,3,0,2004,large_ge1000,0,False
gt_instance,scene0309_00-scene0309_02,,,,,,,,,5,17,2918,large_ge1000,4,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,8,3,6081,large_ge1000,3,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,10,4,1441,large_ge1000,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,20,17,1759,large_ge1000,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,40,0,896,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,41,8,105,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,42,8,141,medium_100_999,0,False
gt_instance,scene0309_00-scene0309_02,,,,,,,,,45,5,2688,large_ge1000,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,47,0,17622,large_ge1000,13,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,48,17,657,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,49,4,3091,large_ge1000,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,50,2,462,medium_100_999,0,False
gt_instance,scene0309_00-scene0309_02,,,,,,,,,51,2,716,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,53,2,699,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,55,0,7105,large_ge1000,4,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,81,15,590,medium_100_999,2,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,92,8,298,medium_100_999,0,False
gt_instance,scene0309_00-scene0309_02,,,,,,,,,150,2,815,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,151,2,563,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,152,2,765,medium_100_999,1,True
gt_instance,scene0309_00-scene0309_02,,,,,,,,,490,4,3487,large_ge1000,2,True
scene_summary,scene0309_01-scene0309_04,100,0.3100000023841858,0.6899999976158142,16,0.5625,0.0,0.0,1.0,,,,,,
gt_instance,scene0309_01-scene0309_04,,,,,,,,,3,0,1869,large_ge1000,0,False
gt_instance,scene0309_01-scene0309_04,,,,,,,,,5,0,3620,large_ge1000,4,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,8,3,5779,large_ge1000,9,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,10,4,1267,large_ge1000,1,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,20,17,1292,large_ge1000,0,False
gt_instance,scene0309_01-scene0309_04,,,,,,,,,40,0,608,medium_100_999,1,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,42,8,138,medium_100_999,0,False
gt_instance,scene0309_01-scene0309_04,,,,,,,,,45,5,1558,large_ge1000,0,False
gt_instance,scene0309_01-scene0309_04,,,,,,,,,47,0,5938,large_ge1000,8,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,48,17,440,medium_100_999,1,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,49,4,1862,large_ge1000,2,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,50,2,515,medium_100_999,0,False
gt_instance,scene0309_01-scene0309_04,,,,,,,,,51,2,766,medium_100_999,0,False
gt_instance,scene0309_01-scene0309_04,,,,,,,,,53,2,677,medium_100_999,2,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,55,0,5055,large_ge1000,3,True
gt_instance,scene0309_01-scene0309_04,,,,,,,,,68,15,503,medium_100_999,0,False
scene_summary,scene0309_02-scene0309_01,100,0.44999998807907104,0.550000011920929,16,0.6875,0.0,0.0,1.0,,,,,,
gt_instance,scene0309_02-scene0309_01,,,,,,,,,2,0,5466,large_ge1000,6,True
gt_instance,scene0309_02-scene0309_01,,,,,,,,,3,0,2164,large_ge1000,0,False
gt_instance,scene0309_02-scene0309_01,,,,,,,,,5,0,3631,large_ge1000,2,True
gt_instance,scene0309_02-scene0309_01,,,,,,,,,8,3,5041,large_ge1000,5,True
gt_instance,scene0309_02-scene0309_01,,,,,,,,,10,4,1275,large_ge1000,0,False
gt_instance,scene0309_02-scene0309_01,,,,,,,,,20,17,1468,large_ge1000,2,True
