file_name,decoder_prediction_layer,query_id,gt_instance_id,match_iou,gt_point_count,allowed_gt_fraction,masked_gt_fraction,post_sample_all_masked_reset_count,post_sample_query_count,post_sample_reset_fraction
scene0003_02-scene0003_00,2,19,5,0.9520026445388794,8862,0.973595125253893,0.026404874746106977,34,100,0.34
scene0003_02-scene0003_00,2,85,3,0.5115853548049927,5099,0.9872524024318494,0.012747597568150582,34,100,0.34
scene0003_02-scene0003_00,3,6,6,1.0,792,1.0,0.0,17,100,0.17
scene0003_02-scene0003_00,3,9,5,0.9540543556213379,8862,0.98645903859174,0.01354096140826,17,100,0.17
scene0003_02-scene0003_00,3,28,7,0.8226128816604614,2135,0.9644028103044496,0.03559718969555037,17,100,0.17
scene0003_02-scene0003_00,3,41,3,0.8013993501663208,5099,0.8760541282604433,0.12394587173955673,17,100,0.17
scene0003_02-scene0003_00,3,88,4,0.9450638890266418,3477,0.999424791486914,0.0005752085130860118,17,100,0.17
scene0003_02-scene0003_00,3,92,2,0.7238805890083313,4782,0.8316603931409452,0.1683396068590548,17,100,0.17
scene0003_02-scene0003_00,4,6,6,1.0,792,1.0,0.0,10,100,0.1
scene0003_02-scene0003_00,4,15,7,0.8651260733604431,2135,0.9644028103044496,0.03559718969555037,10,100,0.1
scene0003_02-scene0003_00,4,34,2,0.851307213306427,4782,0.9805520702634881,0.019447929736511882,10,100,0.1
scene0003_02-scene0003_00,4,37,4,0.9510126113891602,3477,0.999424791486914,0.0005752085130860118,10,100,0.1
scene0003_02-scene0003_00,4,41,3,0.8501670956611633,5099,0.898019219454795,0.10198078054520499,10,100,0.1
scene0003_02-scene0003_00,4,81,5,0.9333687424659729,8862,0.9910855337395622,0.008914466260437792,10,100,0.1
scene0003_02-scene0003_00,5,6,6,1.0,792,1.0,0.0,11,100,0.11
scene0003_02-scene0003_00,5,15,7,0.8477992415428162,2135,0.9653395784543326,0.0346604215456674,11,100,0.11
scene0003_02-scene0003_00,5,34,2,0.7910802364349365,4782,0.9050606440819741,0.09493935591802594,11,100,0.11
scene0003_02-scene0003_00,5,43,4,0.9510126113891602,3477,0.999424791486914,0.0005752085130860118,11,100,0.11
scene0003_02-scene0003_00,5,57,3,0.8048238158226013,5099,0.9227299470484409,0.07727005295155909,11,100,0.11
scene0003_02-scene0003_00,5,77,5,0.947780966758728,8862,0.9687429474159333,0.03125705258406675,11,100,0.11
scene0003_02-scene0003_00,6,0,7,0.8577440977096558,2135,0.9545667447306792,0.04543325526932085,4,100,0.04
scene0003_02-scene0003_00,6,6,6,1.0,792,1.0,0.0,4,100,0.04
scene0003_02-scene0003_00,6,18,4,0.9412564635276794,3477,0.995398331895312,0.004601668104687984,4,100,0.04
scene0003_02-scene0003_00,6,34,2,0.8506081104278564,4782,0.9799247176913425,0.020075282308657516,4,100,0.04
scene0003_02-scene0003_00,6,41,3,0.7468879818916321,5099,0.8825259854873505,0.1174740145126495,4,100,0.04
scene0003_02-scene0003_00,6,71,5,0.9505250453948975,8862,0.9907470097043557,0.009252990295644303,4,100,0.04
scene0003_02-scene0003_00,7,15,7,0.8650254607200623,2135,0.9545667447306792,0.04543325526932085,3,100,0.03
scene0003_02-scene0003_00,7,32,3,0.8287518620491028,5099,0.875073543832124,0.12492645616787601,3,100,0.03
scene0003_02-scene0003_00,7,56,6,1.0,792,1.0,0.0,3,100,0.03
scene0003_02-scene0003_00,7,72,4,0.931034505367279,3477,0.9628990509059534,0.0371009490940466,3,100,0.03
scene0003_02-scene0003_00,7,94,2,0.8466892838478088,4782,0.9920535340861564,0.007946465913843626,3,100,0.03
scene0003_02-scene0003_00,7,96,5,0.9605797529220581,8862,0.987136086662153,0.012863913337846977,3,100,0.03
scene0003_02-scene0003_00,8,6,6,1.0,792,1.0,0.0,3,100,0.03
scene0003_02-scene0003_00,8,31,7,0.8591022491455078,2135,0.9681498829039813,0.031850117096018704,3,100,0.03
scene0003_02-scene0003_00,8,36,2,0.8070651888847351,4782,0.9937264742785445,0.006273525721455453,3,100,0.03
scene0003_02-scene0003_00,8,41,3,0.8584991693496704,5099,0.9221415963914493,0.07785840360855067,3,100,0.03
scene0003_02-scene0003_00,8,67,5,0.943668007850647,8862,0.990521327014218,0.009478672985781977,3,100,0.03
scene0003_02-scene0003_00,8,88,4,0.9471811652183533,3477,0.995398331895312,0.004601668104687984,3,100,0.03
scene0003_02-scene0003_00,9,0,7,0.8591022491455078,2135,0.9681498829039813,0.031850117096018704,3,100,0.03
scene0003_02-scene0003_00,9,13,5,0.9444006085395813,8862,0.9449334236064094,0.05506657639359058,3,100,0.03
scene0003_02-scene0003_00,9,14,6,1.0,792,1.0,0.0,3,100,0.03
scene0003_02-scene0003_00,9,32,3,0.8571163415908813,5099,0.9058638948813493,0.09413610511865067,3,100,0.03
scene0003_02-scene0003_00,9,34,2,0.841657817363739,4782,0.9937264742785445,0.006273525721455453,3,100,0.03
scene0003_02-scene0003_00,9,88,4,0.9412564635276794,3477,0.995398331895312,0.004601668104687984,3,100,0.03
scene0003_02-scene0003_00,10,14,6,1.0,792,1.0,0.0,5,100,0.05
scene0003_02-scene0003_00,10,32,3,0.7729764580726624,5099,0.940184349872524,0.05981565012747603,5,100,0.05
scene0003_02-scene0003_00,10,43,4,0.9510126113891602,3477,0.999424791486914,0.0005752085130860118,5,100,0.05
scene0003_02-scene0003_00,10,47,5,0.9393905997276306,8862,0.9636650868878357,0.0363349131121643,5,100,0.05
scene0003_02-scene0003_00,10,48,2,0.844400942325592,4782,0.9918444165621079,0.008155583437892133,5,100,0.05
scene0003_02-scene0003_00,10,52,7,0.8570227026939392,2135,0.9545667447306792,0.04543325526932085,5,100,0.05
scene0003_02-scene0003_00,11,14,6,1.0,792,1.0,0.0,3,100,0.03
scene0003_02-scene0003_00,11,15,7,0.8651260733604431,2135,0.9644028103044496,0.03559718969555037,3,100,0.03
scene0003_02-scene0003_00,11,36,2,0.8358771800994873,4782,0.9734420744458385,0.026557925554161477,3,100,0.03
scene0003_02-scene0003_00,11,37,4,0.9450638890266418,3477,0.999424791486914,0.0005752085130860118,3,100,0.03
scene0003_02-scene0003_00,11,70,3,0.677568793296814,5099,0.9750931555206903,0.024906844479309687,3,100,0.03
scene0003_02-scene0003_00,11,80,5,0.9336867332458496,8862,0.9342134958248702,0.06578650417512977,3,100,0.03
scene0003_03-scene0003_01,0,0,2,0.0,5378,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,0,1,3,0.0,5648,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,0,2,4,0.0,3767,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,0,3,5,0.0,10482,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,0,4,6,0.0,846,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,0,5,7,0.0,2301,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,0,6,12,0.0,478,0.0,1.0,100,100,1.0
scene0003_03-scene0003_01,1,3,3,0.7815898060798645,5648,0.9035056657223796,0.09649433427762044,27,100,0.27
scene0003_03-scene0003_01,1,21,4,0.8163489103317261,3767,0.9888505441996284,0.011149455800371633,27,100,0.27
scene0003_03-scene0003_01,1,48,7,0.9120645523071289,2301,0.9330725771403737,0.06692742285962627,27,100,0.27
scene0003_03-scene0003_01,1,50,12,1.0,478,1.0,0.0,27,100,0.27
scene0003_03-scene0003_01,1,52,5,0.9303328394889832,10482,0.9465750810913948,0.053424918908605235,27,100,0.27
scene0003_03-scene0003_01,1,71,6,0.6095166206359863,846,0.9539007092198581,0.046099290780141855,27,100,0.27
scene0003_03-scene0003_01,1,91,2,0.25763922929763794,5378,0.38880624767571587,0.6111937523242841,27,100,0.27
scene0003_03-scene0003_01,2,2,7,0.8869848847389221,2301,0.944806605823555,0.055193394176444976,25,100,0.25
