file_name,decoder_prediction_layer,feeds_next_attention,query_count,active_query_count,gt_instance_count,gt_coverage_iou25,gt_coverage_iou50,mean_queries_per_gt_iou25,mean_queries_per_gt_iou50,competed_active_query_fraction,competing_query_pairwise_iou_mean,distinct_gt_covered_iou25,query_utilization_iou25,distinct_gt_per_utilized_query
scene0003_00-scene0003_03,0,True,100,100,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0003_00-scene0003_03,1,True,100,100,6,0.1666666716337204,0.0,16.666667938232422,0.0,0.99,0.9988494085181843,1,1.0,0.01
scene0003_00-scene0003_03,2,True,100,100,6,1.0,0.8333333730697632,22.83333396911621,9.166666984558105,0.94,0.5661253101074634,6,1.0,0.06
scene0003_00-scene0003_03,3,True,100,85,6,1.0,1.0,14.166666984558105,7.5,0.9154929577464789,0.6414543047790198,6,0.71,0.08450704225352113
scene0003_00-scene0003_03,4,True,100,89,6,1.0,1.0,14.5,9.5,0.922077922077922,0.6637732965574378,6,0.77,0.07792207792207792
scene0003_00-scene0003_03,5,True,100,93,6,1.0,0.8333333730697632,16.5,11.0,0.9302325581395349,0.621272946892138,6,0.86,0.06976744186046512
scene0003_00-scene0003_03,6,True,100,92,6,1.0,1.0,15.5,9.166666984558105,0.925,0.6484256325043983,6,0.8,0.075
scene0003_00-scene0003_03,7,True,100,88,6,1.0,1.0,14.666666984558105,8.5,0.922077922077922,0.6342203805262859,6,0.77,0.07792207792207792
scene0003_00-scene0003_03,8,True,100,93,6,1.0,1.0,15.166666984558105,9.0,0.925,0.6094781946734484,6,0.8,0.075
scene0003_00-scene0003_03,9,True,100,97,6,1.0,1.0,16.83333396911621,10.333333969116211,0.9318181818181818,0.5830264971260256,6,0.88,0.06818181818181818
scene0003_00-scene0003_03,10,True,100,98,6,1.0,1.0,18.33333396911621,9.0,0.9354838709677419,0.6088296558080714,6,0.93,0.06451612903225806
scene0003_00-scene0003_03,11,True,100,96,6,1.0,1.0,16.666667938232422,8.666666984558105,0.927710843373494,0.6490485770848848,6,0.83,0.07228915662650602
scene0003_00-scene0003_03,12,False,100,97,6,1.0,1.0,15.333333969116211,9.666666984558105,0.926829268292683,0.6013031541338707,6,0.82,0.07317073170731707
scene0003_01-scene0003_02,0,True,100,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0003_01-scene0003_02,1,True,100,76,7,1.0,0.8571429252624512,9.428571701049805,7.000000476837158,0.8947368421052632,0.640477780308821,7,0.57,0.12280701754385964
scene0003_01-scene0003_02,2,True,100,70,7,1.0,0.5714285969734192,7.428571701049805,4.285714626312256,0.8636363636363636,0.7090459209188674,7,0.44,0.1590909090909091
scene0003_01-scene0003_02,3,True,100,78,7,1.0,1.0,11.142857551574707,6.142857551574707,0.890625,0.5404253771508133,7,0.64,0.109375
scene0003_01-scene0003_02,4,True,100,88,7,1.0,1.0,13.714286804199219,9.571429252624512,0.9135802469135802,0.5906265615411432,7,0.81,0.08641975308641975
scene0003_01-scene0003_02,5,True,100,92,7,1.0,1.0,15.285715103149414,9.85714340209961,0.9204545454545454,0.5958019336594976,7,0.88,0.07954545454545454
scene0003_01-scene0003_02,6,True,100,94,7,1.0,1.0,15.714286804199219,10.714285850524902,0.9230769230769231,0.6936977440584919,7,0.91,0.07692307692307693
scene0003_01-scene0003_02,7,True,100,92,7,1.0,1.0,14.85714340209961,8.85714340209961,0.9176470588235294,0.5958237742264679,7,0.85,0.08235294117647059
scene0003_01-scene0003_02,8,True,100,93,7,1.0,1.0,14.571429252624512,10.0,0.9156626506024096,0.6654125482759691,7,0.83,0.08433734939759036
scene0003_01-scene0003_02,9,True,100,95,7,1.0,1.0,16.142858505249023,10.428571701049805,0.9239130434782609,0.6600031962542109,7,0.92,0.07608695652173914
scene0003_01-scene0003_02,10,True,100,97,7,1.0,0.8571429252624512,16.285715103149414,11.714285850524902,0.9361702127659575,0.7147586954055982,7,0.94,0.07446808510638298
scene0003_01-scene0003_02,11,True,100,94,7,1.0,0.8571429252624512,14.571429252624512,9.714285850524902,0.9285714285714286,0.6451677760776292,7,0.84,0.08333333333333333
scene0003_01-scene0003_02,12,False,100,93,7,1.0,1.0,14.714286804199219,9.285715103149414,0.9125,0.6665679052978392,7,0.8,0.0875
scene0003_02-scene0003_00,0,True,100,100,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0003_02-scene0003_00,1,True,100,69,6,1.0,1.0,11.333333969116211,8.833333969116211,0.9032258064516129,0.6601215513245322,6,0.62,0.0967741935483871
scene0003_02-scene0003_00,2,True,100,66,6,1.0,1.0,9.833333969116211,6.6666669845581055,0.8867924528301887,0.6757071953282952,6,0.53,0.11320754716981132
scene0003_02-scene0003_00,3,True,100,84,6,1.0,1.0,12.833333969116211,8.0,0.9117647058823529,0.5427224583993483,6,0.68,0.08823529411764706
scene0003_02-scene0003_00,4,True,100,90,6,1.0,1.0,14.5,9.5,0.9230769230769231,0.5529525884483946,6,0.78,0.07692307692307693
scene0003_02-scene0003_00,5,True,100,89,6,1.0,1.0,16.166667938232422,10.166666984558105,0.9302325581395349,0.5464857197738691,6,0.86,0.06976744186046512
scene0003_02-scene0003_00,6,True,100,96,6,1.0,1.0,15.5,11.5,0.9302325581395349,0.6156149443498297,6,0.86,0.06976744186046512
scene0003_02-scene0003_00,7,True,100,97,6,1.0,1.0,15.166666984558105,9.5,0.9240506329113924,0.5962497459835537,6,0.79,0.0759493670886076
scene0003_02-scene0003_00,8,True,100,97,6,1.0,1.0,15.333333969116211,11.0,0.9294117647058824,0.570082950303385,6,0.85,0.07058823529411765
scene0003_02-scene0003_00,9,True,100,97,6,1.0,1.0,16.0,12.5,0.9310344827586207,0.6282223434495646,6,0.87,0.06896551724137931
scene0003_02-scene0003_00,10,True,100,95,6,1.0,1.0,16.166667938232422,10.833333969116211,0.9318181818181818,0.5661952587751676,6,0.88,0.06818181818181818
scene0003_02-scene0003_00,11,True,100,97,6,1.0,1.0,15.833333969116211,9.5,0.926829268292683,0.5763839736365907,6,0.82,0.07317073170731707
scene0003_02-scene0003_00,12,False,100,97,6,1.0,1.0,15.5,10.166666984558105,0.9285714285714286,0.5523068745377555,6,0.84,0.07142857142857142
scene0003_03-scene0003_01,0,True,100,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0003_03-scene0003_01,1,True,100,78,7,1.0,0.8571429252624512,9.428571701049805,6.142857551574707,0.8870967741935484,0.6494830198735543,7,0.62,0.11290322580645161
scene0003_03-scene0003_01,2,True,100,77,7,1.0,0.8571429252624512,8.285715103149414,4.857142925262451,0.8846153846153846,0.6050648192087045,7,0.52,0.1346153846153846
scene0003_03-scene0003_01,3,True,100,80,7,1.0,1.0,12.428571701049805,7.000000476837158,0.9027777777777778,0.6132705257061732,7,0.72,0.09722222222222222
scene0003_03-scene0003_01,4,True,100,89,7,1.0,1.0,13.428571701049805,8.714285850524902,0.9156626506024096,0.6005048681601557,7,0.83,0.08433734939759036
scene0003_03-scene0003_01,5,True,100,89,7,1.0,1.0,14.428571701049805,10.571429252624512,0.9186046511627907,0.6632814321736487,7,0.86,0.08139534883720931
scene0003_03-scene0003_01,6,True,100,95,7,1.0,1.0,14.428571701049805,10.428571701049805,0.9222222222222223,0.7015990018951268,7,0.9,0.07777777777777778
scene0003_03-scene0003_01,7,True,100,94,7,1.0,1.0,13.714286804199219,10.142857551574707,0.9156626506024096,0.6930799706543649,7,0.83,0.08433734939759036
scene0003_03-scene0003_01,8,True,100,95,7,1.0,1.0,14.428571701049805,9.85714340209961,0.9156626506024096,0.6726712621253627,7,0.83,0.08433734939759036
scene0003_03-scene0003_01,9,True,100,95,7,1.0,1.0,15.428571701049805,10.142857551574707,0.9222222222222223,0.6663891370401429,7,0.9,0.07777777777777778
scene0003_03-scene0003_01,10,True,100,96,7,1.0,1.0,16.0,11.285715103149414,0.9247311827956989,0.691423024771441,7,0.93,0.07526881720430108
scene0003_03-scene0003_01,11,True,100,93,7,1.0,1.0,13.714286804199219,9.428571701049805,0.9135802469135802,0.7089932167276968,7,0.81,0.08641975308641975
scene0003_03-scene0003_01,12,False,100,95,7,1.0,1.0,14.571429252624512,9.714285850524902,0.9195402298850575,0.6468274411348047,7,0.87,0.08045977011494253
scene0009_00-scene0009_02,0,True,100,100,14,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0009_00-scene0009_02,1,True,100,74,14,0.8571429252624512,0.5714285969734192,6.0714287757873535,2.142857313156128,0.828125,0.5277666977726587,12,0.64,0.1875
scene0009_00-scene0009_02,2,True,100,88,14,0.8571429252624512,0.7142857313156128,6.285714626312256,2.5714287757873535,0.8333333333333334,0.5455167137178374,12,0.72,0.16666666666666666
scene0009_00-scene0009_02,3,True,100,87,14,0.8571429252624512,0.7142857313156128,6.0714287757873535,3.357142925262451,0.8378378378378378,0.6381099248925844,12,0.74,0.16216216216216217
scene0009_00-scene0009_02,4,True,100,95,14,0.8571429252624512,0.7142857313156128,7.000000476837158,4.0714287757873535,0.8604651162790697,0.6232688513429214,12,0.86,0.13953488372093023
scene0009_00-scene0009_02,5,True,100,94,14,0.8571429252624512,0.785714328289032,7.142857551574707,3.7857143878936768,0.8571428571428571,0.6476844448742329,12,0.84,0.14285714285714285
scene0009_00-scene0009_02,6,True,100,98,14,0.8571429252624512,0.6428571939468384,7.142857551574707,3.9285717010498047,0.8636363636363636,0.6772783344063689,12,0.88,0.13636363636363635
scene0009_00-scene0009_02,7,True,100,98,14,0.8571429252624512,0.7142857313156128,7.0714287757873535,3.500000238418579,0.8588235294117647,0.6488234256828054,12,0.85,0.1411764705882353
scene0009_00-scene0009_02,8,True,100,98,14,0.8571429252624512,0.785714328289032,7.142857551574707,4.0,0.8666666666666667,0.6702612206219988,12,0.9,0.13333333333333333
scene0009_00-scene0009_02,9,True,100,98,14,0.8571429252624512,0.7142857313156128,6.928571701049805,3.857142925262451,0.8588235294117647,0.6613231785829712,12,0.85,0.1411764705882353
scene0009_00-scene0009_02,10,True,100,99,14,0.8571429252624512,0.7142857313156128,7.214285850524902,4.142857551574707,0.8604651162790697,0.7461596982206926,12,0.86,0.13953488372093023
