file_name,decoder_prediction_layer,feeds_next_attention,query_count,active_query_count,gt_instance_count,gt_coverage_iou25,gt_coverage_iou50,mean_queries_per_gt_iou25,mean_queries_per_gt_iou50,competed_active_query_fraction,competing_query_pairwise_iou_mean,distinct_gt_covered_iou25,query_utilization_iou25,distinct_gt_per_utilized_query
scene0009_00-scene0009_02,11,True,100,93,14,0.8571429252624512,0.8571429252624512,7.214285850524902,4.142857551574707,0.8536585365853658,0.7034441426383655,12,0.82,0.14634146341463414
scene0009_00-scene0009_02,12,False,100,98,14,0.8571429252624512,0.7142857313156128,7.500000476837158,4.285714626312256,0.8681318681318682,0.7180038250900886,12,0.91,0.13186813186813187
scene0009_01-scene0009_00,0,True,100,100,14,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0009_01-scene0009_00,1,True,100,97,14,0.8571429252624512,0.5714285969734192,7.357143402099609,2.857142925262451,0.8604651162790697,0.6727779933507299,12,0.86,0.13953488372093023
scene0009_01-scene0009_00,2,True,100,99,14,0.8571429252624512,0.6428571939468384,7.5714287757873535,3.642857313156128,0.8723404255319149,0.6668117830620854,12,0.94,0.1276595744680851
scene0009_01-scene0009_00,3,True,100,95,14,0.8571429252624512,0.785714328289032,6.214285850524902,3.4285717010498047,0.8421052631578947,0.7025231897707302,12,0.76,0.15789473684210525
scene0009_01-scene0009_00,4,True,100,97,14,0.8571429252624512,0.785714328289032,6.428571701049805,4.642857551574707,0.8518518518518519,0.803889763273605,12,0.81,0.14814814814814814
scene0009_01-scene0009_00,5,True,100,98,14,0.8571429252624512,0.785714328289032,6.928571701049805,4.214285850524902,0.8588235294117647,0.70133066067095,12,0.85,0.1411764705882353
scene0009_01-scene0009_00,6,True,100,97,14,0.8571429252624512,0.785714328289032,7.428571701049805,4.642857551574707,0.8636363636363636,0.7745404491254262,12,0.88,0.13636363636363635
scene0009_01-scene0009_00,7,True,100,97,14,0.8571429252624512,0.785714328289032,7.5714287757873535,4.285714626312256,0.8636363636363636,0.7046026129093839,12,0.88,0.13636363636363635
scene0009_01-scene0009_00,8,True,100,97,14,0.8571429252624512,0.785714328289032,7.142857551574707,4.285714626312256,0.8651685393258427,0.7137149000408674,12,0.89,0.1348314606741573
scene0009_01-scene0009_00,9,True,100,97,14,0.8571429252624512,0.7142857313156128,7.142857551574707,4.214285850524902,0.8636363636363636,0.7023975227636342,12,0.88,0.13636363636363635
scene0009_01-scene0009_00,10,True,100,97,14,0.8571429252624512,0.785714328289032,7.142857551574707,4.5,0.8604651162790697,0.7715621298887361,12,0.86,0.13953488372093023
scene0009_01-scene0009_00,11,True,100,97,14,0.8571429252624512,0.785714328289032,7.142857551574707,4.785714626312256,0.8620689655172413,0.7933253048027692,12,0.87,0.13793103448275862
scene0009_01-scene0009_00,12,False,100,98,14,0.8571429252624512,0.785714328289032,7.142857551574707,4.357142925262451,0.8620689655172413,0.7267710714702155,12,0.87,0.13793103448275862
scene0009_02-scene0009_03,0,True,100,100,14,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0009_02-scene0009_03,1,True,100,80,14,0.8571429252624512,0.6428571939468384,4.928571701049805,1.9285714626312256,0.8064516129032258,0.5788378628719714,12,0.62,0.1935483870967742
scene0009_02-scene0009_03,2,True,100,90,14,0.8571429252624512,0.7142857313156128,5.714285850524902,3.2857143878936768,0.8356164383561644,0.6322968080296495,12,0.73,0.1643835616438356
scene0009_02-scene0009_03,3,True,100,98,14,0.9285714626312256,0.785714328289032,5.928571701049805,4.142857551574707,0.8375,0.6502261639003329,13,0.8,0.1625
scene0009_02-scene0009_03,4,True,100,99,14,0.8571429252624512,0.8571429252624512,6.5714287757873535,4.428571701049805,0.8636363636363636,0.628409138142869,12,0.88,0.13636363636363635
scene0009_02-scene0009_03,5,True,100,100,14,0.8571429252624512,0.8571429252624512,6.714285850524902,4.428571701049805,0.8651685393258427,0.6265549967124212,12,0.89,0.1348314606741573
scene0009_02-scene0009_03,6,True,100,98,14,0.8571429252624512,0.8571429252624512,6.5714287757873535,4.285714626312256,0.8620689655172413,0.6400224421489037,12,0.87,0.13793103448275862
scene0009_02-scene0009_03,7,True,100,97,14,0.8571429252624512,0.785714328289032,6.142857551574707,4.928571701049805,0.8571428571428571,0.7451015169116995,12,0.84,0.14285714285714285
scene0009_02-scene0009_03,8,True,100,100,14,0.8571429252624512,0.8571429252624512,6.142857551574707,5.0714287757873535,0.8588235294117647,0.7628407634439922,12,0.85,0.1411764705882353
scene0009_02-scene0009_03,9,True,100,99,14,0.8571429252624512,0.8571429252624512,6.142857551574707,4.928571701049805,0.8571428571428571,0.7783941085924182,12,0.84,0.14285714285714285
scene0009_02-scene0009_03,10,True,100,100,14,0.8571429252624512,0.785714328289032,6.142857551574707,4.285714626312256,0.8571428571428571,0.7149512701142918,12,0.84,0.14285714285714285
scene0009_02-scene0009_03,11,True,100,100,14,0.8571429252624512,0.785714328289032,6.0714287757873535,4.785714626312256,0.8571428571428571,0.7740089494902576,12,0.84,0.14285714285714285
scene0009_02-scene0009_03,12,False,100,100,14,0.8571429252624512,0.8571429252624512,6.357142925262451,4.5714287757873535,0.8604651162790697,0.7236444830700318,12,0.86,0.13953488372093023
scene0009_03-scene0009_01,0,True,100,100,14,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0009_03-scene0009_01,1,True,100,80,14,0.9285714626312256,0.785714328289032,5.642857551574707,2.9285714626312256,0.8088235294117647,0.5700250647829047,13,0.68,0.19117647058823528
scene0009_03-scene0009_01,2,True,100,88,14,0.9285714626312256,0.785714328289032,6.214285850524902,3.642857313156128,0.8289473684210527,0.6717100511217832,13,0.76,0.17105263157894737
scene0009_03-scene0009_01,3,True,100,91,14,0.8571429252624512,0.8571429252624512,6.214285850524902,4.5714287757873535,0.8481012658227848,0.7051618575337398,12,0.79,0.1518987341772152
scene0009_03-scene0009_01,4,True,100,98,14,0.8571429252624512,0.8571429252624512,6.214285850524902,4.857142925262451,0.8571428571428571,0.6871597154322499,12,0.84,0.14285714285714285
scene0009_03-scene0009_01,5,True,100,94,14,0.8571429252624512,0.8571429252624512,6.714285850524902,4.857142925262451,0.8604651162790697,0.6786874840604216,12,0.86,0.13953488372093023
scene0009_03-scene0009_01,6,True,100,97,14,0.8571429252624512,0.8571429252624512,6.714285850524902,5.142857551574707,0.8604651162790697,0.7169944518422247,12,0.86,0.13953488372093023
scene0009_03-scene0009_01,7,True,100,93,14,0.8571429252624512,0.8571429252624512,6.642857551574707,4.928571701049805,0.8588235294117647,0.7441655092414805,12,0.85,0.1411764705882353
scene0009_03-scene0009_01,8,True,100,97,14,0.8571429252624512,0.8571429252624512,6.357142925262451,5.0714287757873535,0.8554216867469879,0.740692588246137,12,0.83,0.14457831325301204
scene0009_03-scene0009_01,9,True,100,96,14,0.8571429252624512,0.8571429252624512,7.000000476837158,5.0,0.8636363636363636,0.7056740493145447,12,0.88,0.13636363636363635
scene0009_03-scene0009_01,10,True,100,98,14,0.8571429252624512,0.8571429252624512,6.5714287757873535,5.428571701049805,0.8620689655172413,0.7939951318988627,12,0.87,0.13793103448275862
scene0009_03-scene0009_01,11,True,100,97,14,0.9285714626312256,0.8571429252624512,6.857143402099609,5.5714287757873535,0.8555555555555555,0.7930506682854432,13,0.9,0.14444444444444443
scene0009_03-scene0009_01,12,False,100,97,14,0.8571429252624512,0.8571429252624512,6.714285850524902,5.0714287757873535,0.8651685393258427,0.7136873194103033,12,0.89,0.1348314606741573
scene0019_00-scene0019_02,0,True,100,100,27,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0019_00-scene0019_02,1,True,100,84,27,0.8518518805503845,0.2222222238779068,3.0370371341705322,0.4444444477558136,0.6440677966101694,0.4995761076317114,23,0.59,0.3898305084745763
scene0019_00-scene0019_02,2,True,100,85,27,0.8888888955116272,0.29629629850387573,3.4814815521240234,0.7037037014961243,0.7121212121212122,0.6241769724931472,24,0.66,0.36363636363636365
scene0019_00-scene0019_02,3,True,100,100,27,1.0,0.5555555820465088,4.481481552124023,1.3703703880310059,0.7108433734939759,0.7107746100298276,27,0.83,0.3253012048192771
scene0019_00-scene0019_02,4,True,100,99,27,1.0,0.6666666865348816,4.888888835906982,1.4074074029922485,0.7472527472527473,0.6221450983582648,27,0.91,0.2967032967032967
scene0019_00-scene0019_02,5,True,100,95,27,1.0,0.40740740299224854,4.148148059844971,1.1111111640930176,0.7160493827160493,0.6124132436234504,27,0.81,0.3333333333333333
scene0019_00-scene0019_02,6,True,100,92,27,1.0,0.4444444477558136,4.0740742683410645,1.185185194015503,0.6842105263157895,0.7038246656915075,27,0.76,0.35526315789473684
scene0019_00-scene0019_02,7,True,100,98,27,1.0,0.5185185074806213,4.666666507720947,1.5555555820465088,0.7471264367816092,0.6828088359832764,27,0.87,0.3103448275862069
scene0019_00-scene0019_02,8,True,100,99,27,1.0,0.5555555820465088,4.592592716217041,1.5555555820465088,0.7444444444444445,0.6557445963808134,27,0.9,0.3
scene0019_00-scene0019_02,9,True,100,98,27,1.0,0.48148149251937866,4.259259223937988,1.4444444179534912,0.7380952380952381,0.6597938852994432,27,0.84,0.32142857142857145
scene0019_00-scene0019_02,10,True,100,98,27,1.0,0.6296296119689941,4.222222328186035,1.4444444179534912,0.7051282051282052,0.675832402287868,27,0.78,0.34615384615384615
scene0019_00-scene0019_02,11,True,100,100,27,1.0,0.5555555820465088,4.44444465637207,1.4074074029922485,0.7294117647058823,0.675080748895804,27,0.85,0.3176470588235294
scene0019_00-scene0019_02,12,False,100,98,27,1.0,0.6296296119689941,4.666666507720947,1.6296296119689941,0.735632183908046,0.7079001699067369,27,0.87,0.3103448275862069
scene0019_01-scene0019_00,0,True,100,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0019_01-scene0019_00,1,True,100,91,19,1.0,0.21052631735801697,3.473684310913086,0.31578946113586426,0.6938775510204082,0.6395276422473661,19,0.49,0.3877551020408163
scene0019_01-scene0019_00,2,True,100,91,19,1.0,0.31578946113586426,4.842105388641357,0.3684210479259491,0.7419354838709677,0.5310944993460966,19,0.62,0.3064516129032258
scene0019_01-scene0019_00,3,True,100,93,19,1.0,0.4736842215061188,5.947368621826172,0.9473684430122375,0.76,0.591958418223761,19,0.75,0.25333333333333335
scene0019_01-scene0019_00,4,True,100,97,19,1.0,0.4736842215061188,5.8947367668151855,0.8947368264198303,0.7564102564102564,0.6409169438144041,19,0.78,0.24358974358974358
scene0019_01-scene0019_00,5,True,100,94,19,1.0,0.42105263471603394,5.684210777282715,1.0,0.7763157894736842,0.6218583312795133,19,0.76,0.25
scene0019_01-scene0019_00,6,True,100,97,19,1.0,0.3684210479259491,5.8947367668151855,0.8947368264198303,0.7733333333333333,0.6164666483444827,19,0.75,0.25333333333333335
scene0019_01-scene0019_00,7,True,100,96,19,1.0,0.3684210479259491,6.315789699554443,0.8421052694320679,0.7976190476190477,0.6658966275084486,19,0.84,0.2261904761904762
scene0019_01-scene0019_00,8,True,100,97,19,1.0,0.5263158082962036,6.263157844543457,1.0,0.7710843373493976,0.6709478522531962,19,0.83,0.2289156626506024
scene0019_01-scene0019_00,9,True,100,95,19,1.0,0.3684210479259491,5.8947367668151855,0.8421052694320679,0.7692307692307693,0.6406473759280976,19,0.78,0.24358974358974358
scene0019_01-scene0019_00,10,True,100,95,19,1.0,0.5263158082962036,6.052631855010986,1.0,0.7792207792207793,0.6209310562022634,19,0.77,0.24675324675324675
scene0019_01-scene0019_00,11,True,100,98,19,1.0,0.3684210479259491,6.315789699554443,0.7368420958518982,0.7777777777777778,0.6318746089716168,19,0.81,0.2345679012345679
scene0019_01-scene0019_00,12,False,100,97,19,1.0,0.3684210479259491,5.8947367668151855,0.7894737124443054,0.76,0.6565185072495765,19,0.75,0.25333333333333335
scene0019_02-scene0019_01,0,True,100,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
scene0019_02-scene0019_01,1,True,100,84,19,0.6842105388641357,0.2631579041481018,2.8947367668151855,0.8421052694320679,0.75,0.6305634845738057,13,0.44,0.29545454545454547
scene0019_02-scene0019_01,2,True,100,89,19,0.7368420958518982,0.31578946113586426,4.052631378173828,0.9473684430122375,0.796875,0.4958219583339103,14,0.64,0.21875
scene0019_02-scene0019_01,3,True,100,98,19,0.8947368264198303,0.42105263471603394,5.210526466369629,1.5263158082962036,0.8148148148148148,0.5255631118795121,17,0.81,0.20987654320987653
scene0019_02-scene0019_01,4,True,100,98,19,0.9473684430122375,0.3684210479259491,5.210526466369629,1.263157844543457,0.7976190476190477,0.49637076773980876,18,0.84,0.21428571428571427
scene0019_02-scene0019_01,5,True,100,98,19,0.9473684430122375,0.3684210479259491,5.315789699554443,1.4736841917037964,0.8160919540229885,0.5305494966527146,18,0.87,0.20689655172413793
scene0019_02-scene0019_01,6,True,100,99,19,0.9473684430122375,0.4736842215061188,5.263157844543457,1.736842155456543,0.7906976744186046,0.5657286569476128,18,0.86,0.20930232558139536
scene0019_02-scene0019_01,7,True,100,100,19,0.9473684430122375,0.5263158082962036,5.4210524559021,1.7894736528396606,0.8372093023255814,0.5679845577811428,18,0.86,0.20930232558139536
scene0019_02-scene0019_01,8,True,100,100,19,0.8947368264198303,0.42105263471603394,5.6315789222717285,1.3157894611358643,0.8181818181818182,0.5409080105804905,17,0.88,0.19318181818181818
scene0019_02-scene0019_01,9,True,100,100,19,0.8947368264198303,0.42105263471603394,5.3684210777282715,1.4736841917037964,0.8095238095238095,0.5435472603455402,17,0.84,0.20238095238095238
scene0019_02-scene0019_01,10,True,100,100,19,0.9473684430122375,0.4736842215061188,5.1052632331848145,1.6315789222717285,0.7875,0.5527890382643726,18,0.8,0.225
scene0019_02-scene0019_01,11,True,100,100,19,0.9473684430122375,0.4736842215061188,5.4210524559021,1.9473683834075928,0.8255813953488372,0.5988997628937276,18,0.86,0.20930232558139536
scene0019_02-scene0019_01,12,False,100,100,19,0.8947368264198303,0.4736842215061188,5.315789699554443,1.6842105388641357,0.8352941176470589,0.5869094367029474,17,0.85,0.2
scene0029_00-scene0029_01,0,True,100,100,12,0.0833333358168602,0.0833333358168602,8.333333969116211,8.333333969116211,0.99,1.0,1,1.0,0.01
scene0029_00-scene0029_01,1,True,100,79,12,0.6666666865348816,0.3333333432674408,7.083333492279053,1.75,0.8709677419354839,0.5895075310292023,8,0.62,0.12903225806451613
scene0029_00-scene0029_01,2,True,100,82,12,0.5833333730697632,0.3333333432674408,6.4166669845581055,2.75,0.8888888888888888,0.7542961522485271,7,0.54,0.12962962962962962
scene0029_00-scene0029_01,3,True,100,81,12,0.75,0.4166666865348816,6.6666669845581055,2.8333334922790527,0.8524590163934426,0.7791789512528982,9,0.61,0.14754098360655737
scene0029_00-scene0029_01,4,True,100,90,12,0.8333333730697632,0.4166666865348816,7.833333492279053,3.4166667461395264,0.8840579710144928,0.8275746316835284,10,0.69,0.14492753623188406
scene0029_00-scene0029_01,5,True,100,89,12,0.8333333730697632,0.4166666865348816,7.9166669845581055,3.25,0.8873239436619719,0.8077437118023707,10,0.71,0.14084507042253522
scene0029_00-scene0029_01,6,True,100,90,12,0.75,0.4166666865348816,7.1666669845581055,3.5,0.890625,0.8251308898131052,9,0.64,0.140625
scene0029_00-scene0029_01,7,True,100,86,12,0.75,0.5833333730697632,6.6666669845581055,3.6666667461395264,0.873015873015873,0.7295065993369606,9,0.63,0.14285714285714285
scene0029_00-scene0029_01,8,True,100,91,12,0.8333333730697632,0.5,7.6666669845581055,3.3333334922790527,0.8857142857142857,0.7986949626859781,10,0.7,0.14285714285714285
scene0029_00-scene0029_01,9,True,100,92,12,0.75,0.4166666865348816,7.4166669845581055,3.3333334922790527,0.8970588235294118,0.7983291086987877,9,0.68,0.1323529411764706
scene0029_00-scene0029_01,10,True,100,87,12,0.8333333730697632,0.5833333730697632,7.1666669845581055,3.6666667461395264,0.8787878787878788,0.8004739856554403,10,0.66,0.15151515151515152
scene0029_00-scene0029_01,11,True,100,92,12,0.75,0.5833333730697632,6.833333492279053,3.5,0.8769230769230769,0.7854052376218217,9,0.65,0.13846153846153847
scene0029_00-scene0029_01,12,False,100,94,12,0.75,0.4166666865348816,7.75,3.5,0.8873239436619719,0.803925924222259,9,0.71,0.1267605633802817
scene0029_01-scene0029_00,0,True,100,100,12,0.0833333358168602,0.0,8.333333969116211,0.0,0.99,1.0,1,1.0,0.01
scene0029_01-scene0029_00,1,True,100,66,12,0.5833333730697632,0.0833333358168602,3.3333334922790527,0.5833333730697632,0.8125,0.45602195669451484,7,0.32,0.21875
scene0029_01-scene0029_00,2,True,100,86,12,0.75,0.4166666865348816,5.833333492279053,3.1666667461395264,0.8771929824561403,0.6505618109187083,9,0.57,0.15789473684210525
scene0029_01-scene0029_00,3,True,100,80,12,0.8333333730697632,0.4166666865348816,5.9166669845581055,2.4166667461395264,0.8490566037735849,0.6642242843239773,10,0.53,0.18867924528301888
scene0029_01-scene0029_00,4,True,100,91,12,0.8333333730697632,0.5,7.1666669845581055,2.8333334922790527,0.8787878787878788,0.6712540934722011,10,0.66,0.15151515151515152
scene0029_01-scene0029_00,5,True,100,89,12,0.8333333730697632,0.4166666865348816,7.583333492279053,2.8333334922790527,0.8840579710144928,0.6704163003604913,10,0.69,0.14492753623188406
scene0029_01-scene0029_00,6,True,100,91,12,0.8333333730697632,0.3333333432674408,7.75,3.5,0.8985507246376812,0.7610896815018482,10,0.69,0.14492753623188406
