population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,2,47,lag1-route-then-class-iou-v1,lag1,0,150,150,315,0,315,0,165,0,0.47619047619047616,N/A,N/A,N/A,0.0,0.47619047619047616,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,3,47,lag1-route-then-class-iou-v1,lag1,0,272,266,651,11,632,2,387,7,0.40860215053763443,0.0,0.6363636363636364,0.0,0.00516795865633075,0.43037974683544306,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,4,47,lag1-route-then-class-iou-v1,lag1,0,402,395,1000,28,951,4,609,21,0.395,0.0,0.75,0.0,0.006568144499178982,0.4227129337539432,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,5,47,lag1-route-then-class-iou-v1,lag1,0,529,514,1345,45,1270,4,835,34,0.38215613382899627,0.0,0.7555555555555555,0.0,0.004790419161676647,0.41653543307086616,8,47
