population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,2,commit0,mean,1.0,0.014878246933221817,0.014878246933221817,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,3,commit0,mean,1.0445968913697037,0.014878246933221817,0.015541770495474339,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,4,commit0,mean,0.8498825944596303,0.014878246933221817,0.012644763104617596,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,5,commit0,mean,1.2207279243656934,0.014878246933221817,0.01816229149699211,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,2,lag1,latest,1.0,0.5310380458831787,0.5310380458831787,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,3,lag1,latest,0.7914544736198192,0.5310380458831787,0.4202924370765686,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,4,lag1,latest,0.6506388800966177,0.5310380458831787,0.3455139994621277,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,5,lag1,latest,0.5751740869694052,0.5310380458831787,0.3054393231868744,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,2,lag1,max,1.0,0.5310380458831787,0.5310380458831787,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,3,lag1,max,0.8027342092680266,0.5310380458831787,0.4262824058532715,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,4,lag1,max,0.6745528288290715,0.5310380458831787,0.3582132160663605,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,5,lag1,max,0.5870409031420958,0.5310380458831787,0.31174105405807495,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,2,lag1,mean,1.0,0.5310380458831787,0.5310380458831787,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,3,lag1,mean,0.798824043082877,0.5310380458831787,0.4242059588432312,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,4,lag1,mean,0.6450111905034492,0.5310380458831787,0.3425254821777344,8,47
development_common_h5_canonical,FH-MATCH,df3d63517c9602753c2ace6bcf94d39a6397cf126ec254a0499e484bd287e7e2,45,45,5,lag1,mean,0.5720722298172479,0.5310380458831787,0.3037921190261841,8,47
