model,seed_count,t_mAP_mean,t_mAP_std,t_mAP50_mean,t_mAP50_std,t_mAP25_mean,t_mAP25_std,overall_mAP_mean,overall_mAP_std,stage1_mAP_mean,stage1_mAP_std,stage2_mAP_mean,stage2_mAP_std,SpatialStageMean_mean,SpatialStageMean_std,paired_spatial_delta_mean
frozen_concerto_reimplementation,3,0.2829008499781291,0.00945263545486172,0.4553584059079488,0.014396079775189611,0.5907804171244303,0.01318153000688436,0.3697936435540517,0.005891401930320932,0.4203239579995473,0.004541385578672986,0.43060773611068726,0.005823041494670711,0.4254658470551173,0.005036730531746528,0.0
rootcause_full_R1,3,0.3106326957543691,0.00274760259904604,0.5010311702887217,0.0029397214110816754,0.6646496256192526,0.003592220628623958,0.3963398337364197,0.007385972584301605,0.43476082881291706,0.007171952832922101,0.4451906085014343,0.00277349487768918,0.4399757186571757,0.004456140855218189,0.01450987160205841
