reference_id,sequence_id,prefix_T,file_name,decoder_prediction_layer,gt_instance_id,best_candidate_query_id,best_candidate_iou
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,2,9,12,0.9248658418655396
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,2,13,15,0.8601694703102112
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,3,5,46,0.9421034455299377
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,3,8,10,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,3,9,12,0.9248658418655396
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,3,13,64,0.875
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,4,5,66,0.942426323890686
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,4,8,81,0.9942196607589722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,4,9,67,0.9248658418655396
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,4,13,64,0.9354838728904724
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,5,5,78,0.9414584040641785
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,5,8,87,0.9942196607589722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,5,9,67,0.8674496412277222
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,5,13,62,0.9354838728904724
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,6,5,78,0.9507018327713013
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,6,8,81,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,6,9,67,0.8674496412277222
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,6,13,18,0.892307698726654
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,7,5,78,0.9479629993438721
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,7,8,50,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,7,9,55,0.9941973090171814
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,7,13,61,0.9407745003700256
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,8,5,78,0.9479629993438721
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,8,8,20,0.9883720874786377
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,8,9,55,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,8,13,36,0.9856459498405457
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,9,5,78,0.9414584040641785
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,9,8,25,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,9,9,67,0.9248658418655396
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,9,13,39,0.890350878238678
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,10,5,56,0.94617760181427
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,10,8,19,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,10,9,67,0.8285256624221802
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,10,13,22,0.890350878238678
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,11,5,78,0.9507018327713013
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,11,8,41,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,11,9,67,0.9248658418655396
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,11,13,36,0.8732057213783264
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,12,5,78,0.9414584040641785
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,12,8,19,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,12,9,67,0.9248658418655396
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,1,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T1,12,13,15,0.8601694703102112
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,0,5,0,0.14604070782661438
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,0,7,0,0.0720893144607544
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,0,8,0,0.05511811003088951
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,0,9,0,0.4281056523323059
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,0,13,0,0.10310166329145432
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,1,5,64,0.8763644099235535
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,1,7,23,0.9832214713096619
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,1,8,13,0.893842875957489
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,1,9,58,0.7998783588409424
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,1,13,86,0.7383367419242859
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,2,5,44,0.8759477734565735
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,2,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,2,8,13,0.9049676060676575
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,2,9,58,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,2,13,49,0.8998764157295227
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,3,5,50,0.8586387634277344
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,3,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,3,8,20,0.9108695387840271
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,3,9,8,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,3,13,49,0.8998764157295227
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,4,5,50,0.8696836233139038
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,4,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,4,8,35,0.9311110973358154
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,4,9,58,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,4,13,86,0.9009901285171509
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,5,5,50,0.8613215684890747
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,5,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,5,8,99,0.9311110973358154
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,5,9,58,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,5,13,86,0.8998764157295227
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,6,5,50,0.8682283759117126
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,6,7,23,0.9966555237770081
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,6,8,13,0.8900634050369263
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,6,9,8,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,6,13,66,0.9180327653884888
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,7,5,50,0.8692660331726074
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,7,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,7,8,31,0.9311110973358154
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,7,9,28,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,7,13,38,0.9141414165496826
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,8,5,50,0.8639102578163147
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,8,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,8,8,6,0.9108695387840271
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,8,9,58,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,8,13,22,0.9009901285171509
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,9,5,50,0.8683989644050598
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,9,7,23,1.0
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,9,8,60,0.9311110973358154
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,9,9,28,0.9740740656852722
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02,2,09582244-e2c2-2de1-956c-357092d949d1/scene0007_04-scene0007_00-scene0007_01-scene0007_03-scene0007_02/T2,9,13,1,0.9009901285171509
