population,T,current_stage_AP,data_role,logical_unit_count,method,optimizer_update,output_policy,producer_id,reference,reference_count,source_method,status,t_REC,t_mAP,t_mAP25,t_mAP50,variant,delta_vs_FH-R1-native,delta_vs_R1-D0
ADDITIONAL,2,0.442220002412796,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,c7895f27-339c-2d13-836b-c12dca280261,1,FH-C0-native,MEASURED,0.4364197552204132,0.3061645030975342,0.6555423736572266,0.4773348569869995,C0,0.0,-0.034481167793273926
ADDITIONAL,2,0.669995129108429,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,c7895f7c-339c-2d13-819f-3bb0b26c91f6,1,FH-C0-native,MEASURED,0.6722221970558167,0.6450773477554321,0.8019744157791138,0.6952579617500305,C0,0.0,0.007261216640472412
ADDITIONAL,2,0.6490660309791565,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,c92fb5b5-f771-2064-8570-dbe16cb33764,1,FH-C0-native,MEASURED,0.5222222208976746,0.4592592418193817,0.5277777910232544,0.5277777910232544,C0,0.0,0.0037932097911834717
ADDITIONAL,2,0.48831889033317566,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,e61b0e04-bada-2f31-82d6-72831a602ba7,1,FH-C0-native,MEASURED,0.559876561164856,0.41884592175483704,0.7571349143981934,0.546087920665741,C0,0.0,-0.007706820964813232
ADDITIONAL,2,0.5856481790542603,ADDITIONAL,2,FH-R1-native,0,native,native-full-history-live,fcf66d7b-622d-291c-86b8-7db96aebcee3,1,FH-C0-native,MEASURED,0.5833333134651184,0.5486111044883728,1.0,1.0,C0,0.0,0.020833313465118408
ADDITIONAL,3,0.7119993567466736,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,095821f7-e2c2-2de1-9568-b9ce59920e29,1,FH-C0-native,MEASURED,0.6695075631141663,0.45945268869400024,0.8470396995544434,0.6898908615112305,C0,0.0,0.302392840385437
ADDITIONAL,3,0.6377913355827332,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,0988ea72-eb32-2e61-8344-99e2283c2728,1,FH-C0-native,MEASURED,0.4516782760620117,0.40907248854637146,0.7986679077148438,0.6509188413619995,C0,0.0,0.035657137632369995
ADDITIONAL,3,0.4055362343788147,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,1,FH-C0-native,MEASURED,0.4202674925327301,0.29636359214782715,0.5774420499801636,0.38104188442230225,C0,0.0,-0.013010472059249878
ADDITIONAL,3,0.4447282552719116,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,1d234022-e280-2b1a-8cec-e9787bb0d7b2,1,FH-C0-native,MEASURED,0.47037041187286377,0.36766985058784485,0.7227249145507812,0.6519246101379395,C0,0.0,0.0955987274646759
ADDITIONAL,3,0.30689510703086853,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,38770ca1-86d7-27b8-8619-ab66f67d9adf,1,FH-C0-native,MEASURED,0.2283436357975006,0.1440553218126297,0.6595920324325562,0.37414488196372986,C0,0.0,0.01762901246547699
ADDITIONAL,3,0.1928383708000183,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,4138582f-a238-2435-8332-6902542c2823,1,FH-C0-native,MEASURED,0.13271604478359222,0.08938536047935486,0.3447916805744171,0.20156250894069672,C0,0.0,-0.009156040847301483
ADDITIONAL,3,0.2725193202495575,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,4238490c-60a7-271e-9f38-3c651e3b3912,1,FH-C0-native,MEASURED,0.21064814925193787,0.15577717125415802,0.43611112236976624,0.18956200778484344,C0,0.0,-0.01790773868560791
ADDITIONAL,3,0.7901306748390198,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,43b8cae1-6678-2e38-9865-c19c07c25015,1,FH-C0-native,MEASURED,0.7116402387619019,0.6878266334533691,0.9242063164710999,0.8915515542030334,C0,0.0,0.033509910106658936
ADDITIONAL,3,0.568892776966095,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,FH-C0-native,MEASURED,0.48274853825569153,0.4416975677013397,0.7920444011688232,0.6383700370788574,C0,0.0,-0.018931180238723755
ADDITIONAL,3,0.5867700576782227,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,6bde6081-9162-246f-8c4e-ffaf709d17b1,1,FH-C0-native,MEASURED,0.342757910490036,0.18879982829093933,0.5521860718727112,0.3834870755672455,C0,0.0,-0.09784993529319763
ADDITIONAL,3,0.8703704476356506,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,6bde60cb-9162-246f-8cf5-d04f7426e56f,1,FH-C0-native,MEASURED,0.4691358208656311,0.2691161334514618,0.3792508542537689,0.3746589124202728,C0,0.0,0.020607754588127136
ADDITIONAL,3,0.807098925113678,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,742e8f15-be0a-294e-9ebb-6c72dbcb9662,1,FH-C0-native,MEASURED,0.7569444179534912,0.6175554394721985,1.0,1.0,C0,0.0,0.01898193359375
ADDITIONAL,3,0.2899990379810333,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,7747a50c-9431-24e8-877d-e60c3a341cc2,1,FH-C0-native,MEASURED,0.1787036955356598,0.16264048218727112,0.6193113923072815,0.40393438935279846,C0,0.0,-0.008818119764328003
ADDITIONAL,3,0.974639892578125,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,8e0f1c28-9e28-2339-8584-ff06ff93c341,1,FH-C0-native,MEASURED,0.5370370149612427,0.5052855014801025,0.5538194179534912,0.5163194537162781,C0,0.0,0.045963406562805176
ADDITIONAL,3,0.3775515556335449,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,a0905fd9-66f7-2272-9dfb-0483fdcc54c7,1,FH-C0-native,MEASURED,0.35956788063049316,0.2815932333469391,0.6165434122085571,0.5619103312492371,C0,0.0,0.07315623760223389
ADDITIONAL,3,0.17601704597473145,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,ab835fae-54c6-29a1-995e-b06cfc555786,1,FH-C0-native,MEASURED,0.2777777910232544,0.1421051323413849,0.7090770602226257,0.2750000059604645,C0,0.0,0.07316053658723831
ADDITIONAL,3,0.5738899111747742,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,1,FH-C0-native,MEASURED,0.2879818379878998,0.23374833166599274,0.4756307899951935,0.38863155245780945,C0,0.0,-0.020312979817390442
ADDITIONAL,3,0.8276840448379517,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,b05fdd96-fca0-2d4f-88c3-d9dfda85c00e,1,FH-C0-native,MEASURED,0.7407407760620117,0.7232694029808044,1.0,1.0,C0,0.0,0.18993604183197021
ADDITIONAL,3,0.005227598361670971,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,bf9a3da2-45a5-2e80-8219-1f0a216399fe,1,FH-C0-native,MEASURED,0.0,0.0,0.020467186346650124,0.0,C0,0.0,0.0
ADDITIONAL,3,0.44682636857032776,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,bf9a3de9-45a5-2e80-8022-277108d67404,1,FH-C0-native,MEASURED,0.29104936122894287,0.20956291258335114,0.6611513495445251,0.41356924176216125,C0,0.0,0.038480862975120544
ADDITIONAL,3,0.43546226620674133,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,c7895f27-339c-2d13-836b-c12dca280261,1,FH-C0-native,MEASURED,0.3876543343067169,0.2886029779911041,0.5689584612846375,0.45300355553627014,C0,0.0,0.03884510695934296
ADDITIONAL,3,0.6510975956916809,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,c7895f7c-339c-2d13-819f-3bb0b26c91f6,1,FH-C0-native,MEASURED,0.6481481194496155,0.6139022707939148,0.800000011920929,0.6724603176116943,C0,0.0,-0.015626132488250732
ADDITIONAL,3,0.5528395175933838,ADDITIONAL,3,FH-R1-native,0,native,native-full-history-live,c92fb5b5-f771-2064-8570-dbe16cb33764,1,FH-C0-native,MEASURED,0.4444444477558136,0.4444444477558136,0.5,0.5,C0,0.0,0.01111111044883728
ADDITIONAL,4,0.6703474521636963,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,095821f7-e2c2-2de1-9568-b9ce59920e29,1,FH-C0-native,MEASURED,0.5775463581085205,0.35882726311683655,0.7575905323028564,0.48945167660713196,C0,0.0,0.2727670222520828
ADDITIONAL,4,0.5728929042816162,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,0988ea72-eb32-2e61-8344-99e2283c2728,1,FH-C0-native,MEASURED,0.3576388955116272,0.34657737612724304,0.7916666865348816,0.6041666865348816,C0,0.0,0.0159052312374115
ADDITIONAL,4,0.24485495686531067,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,4238490c-60a7-271e-9f38-3c651e3b3912,1,FH-C0-native,MEASURED,0.1875,0.15938979387283325,0.4166666567325592,0.19191467761993408,C0,0.0,0.010210365056991577
ADDITIONAL,4,0.5425249934196472,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,FH-C0-native,MEASURED,0.4539352059364319,0.41789519786834717,0.7811405062675476,0.5165355801582336,C0,0.0,-0.005007028579711914
ADDITIONAL,4,0.578190267086029,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,6bde6081-9162-246f-8c4e-ffaf709d17b1,1,FH-C0-native,MEASURED,0.1458333283662796,0.03618503361940384,0.5537574291229248,0.16743861138820648,C0,0.0,-0.15752775222063065
ADDITIONAL,4,0.7188783884048462,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,742e8f15-be0a-294e-9ebb-6c72dbcb9662,1,FH-C0-native,MEASURED,0.7291666865348816,0.597322940826416,1.0,0.970589816570282,C0,0.0,0.07613343000411987
ADDITIONAL,4,0.567223310470581,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,1,FH-C0-native,MEASURED,0.2311507910490036,0.22564181685447693,0.42991870641708374,0.3928571343421936,C0,0.0,-0.0004155188798904419
ADDITIONAL,4,0.4217987060546875,ADDITIONAL,4,FH-R1-native,0,native,native-full-history-live,bf9a3de9-45a5-2e80-8022-277108d67404,1,FH-C0-native,MEASURED,0.20421811938285828,0.15840095281600952,0.6111313104629517,0.3269290030002594,C0,0.0,0.03057679533958435
ADDITIONAL,2,0.6466980576515198,,4,R1-D0,,,,095821f7-e2c2-2de1-9568-b9ce59920e29,1,PARENT,,0.6256945133209229,0.3853626847267151,0.7617527842521667,0.6707757711410522,,-0.2641502618789673,0.0
ADDITIONAL,2,0.5796592235565186,,4,R1-D0,,,,0988ea72-eb32-2e61-8344-99e2283c2728,1,PARENT,,0.4898727238178253,0.3981339633464813,0.8168210983276367,0.6479843258857727,,-0.07933887839317322,0.0
ADDITIONAL,2,0.4076775312423706,,3,R1-D0,,,,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,1,PARENT,,0.4611993432044983,0.325474351644516,0.6886852979660034,0.433340460062027,,0.021842777729034424,0.0
ADDITIONAL,2,0.5131969451904297,,2,R1-D0,,,,0cac7584-8d6f-2d13-8df8-c05e4307b418,1,PARENT,,0.37962958216667175,0.3589506149291992,0.7270874977111816,0.5592014193534851,,-0.038117825984954834,0.0
ADDITIONAL,2,0.5505630970001221,,2,R1-D0,,,,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc,1,PARENT,,0.6722221970558167,0.5242637395858765,0.7136881947517395,0.7136881947517395,,0.006923258304595947,0.0
ADDITIONAL,2,0.244076669216156,,2,R1-D0,,,,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721,1,PARENT,,0.0694444477558136,0.046875,0.4861111044883728,0.269965261220932,,-0.00042438507080078125,0.0
ADDITIONAL,2,0.59375,,2,R1-D0,,,,1d233fe8-e280-2b1a-8fac-c3646a1cd64a,1,PARENT,,0.5,0.5,0.875,0.5,,0.0,0.0
ADDITIONAL,2,0.42526546120643616,,3,R1-D0,,,,1d234022-e280-2b1a-8cec-e9787bb0d7b2,1,PARENT,,0.4444444477558136,0.3396221697330475,0.6286834478378296,0.5523342490196228,,-0.1284642517566681,0.0
ADDITIONAL,2,0.6830534934997559,,2,R1-D0,,,,20c993b7-698f-29c5-847d-c8cb8a685f5a,1,PARENT,,0.7870370149612427,0.5762032270431519,0.8397253155708313,0.6921636462211609,,0.015134990215301514,0.0
ADDITIONAL,2,0.2628968358039856,,2,R1-D0,,,,321c8680-a5a8-2a84-85c2-816a26d59516,1,PARENT,,0.25555557012557983,0.2256481647491455,0.6975000500679016,0.40166664123535156,,-0.0061805397272109985,0.0
ADDITIONAL,2,0.29380136728286743,,3,R1-D0,,,,38770ca1-86d7-27b8-8619-ab66f67d9adf,1,PARENT,,0.2515946328639984,0.16505253314971924,0.7278401851654053,0.43629950284957886,,-0.01752147078514099,0.0
ADDITIONAL,2,0.28908148407936096,,3,R1-D0,,,,4138582f-a238-2435-8332-6902542c2823,1,PARENT,,0.17592592537403107,0.10407892614603043,0.5590277314186096,0.255952388048172,,-0.04895109683275223,0.0
ADDITIONAL,2,0.8395061492919922,,2,R1-D0,,,,422885b3-192d-25fc-84c9-9b80eea1752d,1,PARENT,,0.20370370149612427,0.18981482088565826,0.3333333432674408,0.3333333432674408,,-0.032407402992248535,0.0
ADDITIONAL,2,0.2588038742542267,,4,R1-D0,,,,4238490c-60a7-271e-9f38-3c651e3b3912,1,PARENT,,0.25462964177131653,0.19174085557460785,0.5559027791023254,0.330605149269104,,0.006424844264984131,0.0
ADDITIONAL,2,0.7542569637298584,,3,R1-D0,,,,43b8cae1-6678-2e38-9865-c19c07c25015,1,PARENT,,0.7442680597305298,0.7036740779876709,0.9047619104385376,0.8993952870368958,,0.005919337272644043,0.0
ADDITIONAL,2,0.5187740921974182,,2,R1-D0,,,,4a9a43d2-7736-2874-874d-d0fad0570e19,1,PARENT,,0.48232322931289673,0.4523269236087799,0.8385913372039795,0.645173966884613,,0.07027417421340942,0.0
ADDITIONAL,2,0.48715439438819885,,2,R1-D0,,,,4d3d82b0-8cf4-2e04-80a8-c955ea964c2f,1,PARENT,,0.5462962985038757,0.4412803053855896,0.8571428656578064,0.7857142686843872,,0.0036540627479553223,0.0
ADDITIONAL,2,0.6285598874092102,,4,R1-D0,,,,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,PARENT,,0.5968548059463501,0.5325786471366882,0.8044400811195374,0.740809977054596,,0.03037041425704956,0.0
ADDITIONAL,2,0.6230613589286804,,2,R1-D0,,,,5341b79f-8a66-2cdd-84d5-6dba6525dd75,1,PARENT,,0.6388888955116272,0.5634753704071045,1.0,0.7704257369041443,,0.0064386725425720215,0.0
ADDITIONAL,2,0.2237870842218399,,2,R1-D0,,,,5341b7e3-8a66-2cdd-8709-66a2159f0017,1,PARENT,,0.19761906564235687,0.10675068199634552,0.5877230763435364,0.14239296317100525,,-0.12478849291801453,0.0
ADDITIONAL,2,0.6063036918640137,,4,R1-D0,,,,6bde6081-9162-246f-8c4e-ffaf709d17b1,1,PARENT,,0.4583333432674408,0.36950889229774475,0.7708333134651184,0.5625,,0.00816759467124939,0.0
ADDITIONAL,2,0.8410494923591614,,3,R1-D0,,,,6bde60cb-9162-246f-8cf5-d04f7426e56f,1,PARENT,,0.6851851940155029,0.4889097809791565,0.5516193509101868,0.5481416583061218,,0.0716516375541687,0.0
ADDITIONAL,2,0.8157777190208435,,4,R1-D0,,,,742e8f15-be0a-294e-9ebb-6c72dbcb9662,1,PARENT,,0.7534722089767456,0.702039361000061,1.0,1.0,,-0.018305420875549316,0.0
ADDITIONAL,2,0.4308720529079437,,2,R1-D0,,,,75c25975-9ca2-2844-9769-84677f46d4cf,1,PARENT,,0.2469135969877243,0.1562485247850418,0.36535918712615967,0.355562686920166,,-0.07708802819252014,0.0
ADDITIONAL,2,0.3489284813404083,,3,R1-D0,,,,7747a50c-9431-24e8-877d-e60c3a341cc2,1,PARENT,,0.23456789553165436,0.17355969548225403,0.6147510409355164,0.40147414803504944,,-0.02972172200679779,0.0
ADDITIONAL,2,0.987890362739563,,3,R1-D0,,,,8e0f1c28-9e28-2339-8584-ff06ff93c341,1,PARENT,,0.7388889789581299,0.5972117185592651,0.614464282989502,0.600676417350769,,0.015981554985046387,0.0
ADDITIONAL,2,0.2858699560165405,,3,R1-D0,,,,a0905fd9-66f7-2272-9dfb-0483fdcc54c7,1,PARENT,,0.38211479783058167,0.2699439525604248,0.6331915259361267,0.5028435587882996,,-0.07308518886566162,0.0
ADDITIONAL,2,0.19555599987506866,,3,R1-D0,,,,ab835fae-54c6-29a1-995e-b06cfc555786,1,PARENT,,0.32407405972480774,0.15292735397815704,0.6097362041473389,0.29231902956962585,,0.07226783037185669,0.0
ADDITIONAL,2,0.6428633332252502,,4,R1-D0,,,,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,1,PARENT,,0.42658731341362,0.3339194655418396,0.5427305698394775,0.4997738301753998,,0.061322301626205444,0.0
ADDITIONAL,2,0.7486989498138428,,3,R1-D0,,,,b05fdd96-fca0-2d4f-88c3-d9dfda85c00e,1,PARENT,,0.694444477558136,0.5774691104888916,0.805555522441864,0.793055534362793,,-0.02597874402999878,0.0
ADDITIONAL,2,0.8400462865829468,,2,R1-D0,,,,b1f23308-d255-2761-94da-981d962c6bf8,1,PARENT,,0.6388888955116272,0.19660837948322296,0.23507049679756165,0.23507049679756165,,-0.2065223604440689,0.0
ADDITIONAL,2,0.5493269562721252,,2,R1-D0,,,,ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64,1,PARENT,,0.4642857015132904,0.3981872498989105,0.7860118746757507,0.7510920763015747,,0.020482510328292847,0.0
ADDITIONAL,2,0.0,,2,R1-D0,,,,bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8,1,PARENT,,0.0,0.0,0.25,0.0,,0.0,0.0
ADDITIONAL,2,0.01761350966989994,,3,R1-D0,,,,bf9a3da2-45a5-2e80-8219-1f0a216399fe,1,PARENT,,0.0,0.0,0.10817521810531616,0.0,,-0.0008728767861612141,0.0
ADDITIONAL,2,0.4339333176612854,,4,R1-D0,,,,bf9a3de9-45a5-2e80-8022-277108d67404,1,PARENT,,0.3293650448322296,0.2729613482952118,0.7150864601135254,0.4605686366558075,,-0.0008985400199890137,0.0
ADDITIONAL,2,0.4831382930278778,,3,R1-D0,,,,c7895f27-339c-2d13-836b-c12dca280261,1,PARENT,,0.4503086507320404,0.3406456708908081,0.6542718410491943,0.49921873211860657,,0.034481167793273926,0.0
ADDITIONAL,2,0.682870626449585,,3,R1-D0,,,,c7895f7c-339c-2d13-819f-3bb0b26c91f6,1,PARENT,,0.67037034034729,0.6378161311149597,0.7836779356002808,0.710379421710968,,-0.007261216640472412,0.0
ADDITIONAL,2,0.658421516418457,,3,R1-D0,,,,c92fb5b5-f771-2064-8570-dbe16cb33764,1,PARENT,,0.5222222208976746,0.45546603202819824,0.5333333015441895,0.5180000066757202,,-0.0037932097911834717,0.0
ADDITIONAL,2,0.4775482714176178,,2,R1-D0,,,,e61b0e04-bada-2f31-82d6-72831a602ba7,1,PARENT,,0.47305557131767273,0.42655274271965027,0.6758951544761658,0.5962857007980347,,0.007706820964813232,0.0
ADDITIONAL,2,0.5972222089767456,,2,R1-D0,,,,fcf66d7b-622d-291c-86b8-7db96aebcee3,1,PARENT,,0.5277777910232544,0.5277777910232544,1.0,1.0,,-0.020833313465118408,0.0
ADDITIONAL,3,0.7067052721977234,,4,R1-D0,,,,095821f7-e2c2-2de1-9568-b9ce59920e29,1,PARENT,,0.3980429172515869,0.15705984830856323,0.48150634765625,0.3258935809135437,,-0.302392840385437,0.0
ADDITIONAL,3,0.6494886875152588,,4,R1-D0,,,,0988ea72-eb32-2e61-8344-99e2283c2728,1,PARENT,,0.43807873129844666,0.37341535091400146,0.7830413579940796,0.6043473482131958,,-0.035657137632369995,0.0
ADDITIONAL,3,0.3900722861289978,,3,R1-D0,,,,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,1,PARENT,,0.4538065493106842,0.309374064207077,0.4886929988861084,0.35451066493988037,,0.013010472059249878,0.0
ADDITIONAL,3,0.4326684772968292,,3,R1-D0,,,,1d234022-e280-2b1a-8cec-e9787bb0d7b2,1,PARENT,,0.34074071049690247,0.27207112312316895,0.5385802984237671,0.42287081480026245,,-0.0955987274646759,0.0
ADDITIONAL,3,0.33111435174942017,,3,R1-D0,,,,38770ca1-86d7-27b8-8619-ab66f67d9adf,1,PARENT,,0.16519004106521606,0.1264263093471527,0.672576367855072,0.2589607238769531,,-0.01762901246547699,0.0
ADDITIONAL,3,0.2688767611980438,,3,R1-D0,,,,4138582f-a238-2435-8332-6902542c2823,1,PARENT,,0.125,0.09854140132665634,0.2220844328403473,0.21502071619033813,,0.009156040847301483,0.0
ADDITIONAL,3,0.2685604691505432,,4,R1-D0,,,,4238490c-60a7-271e-9f38-3c651e3b3912,1,PARENT,,0.1944444477558136,0.17368490993976593,0.3447916507720947,0.23775912821292877,,0.01790773868560791,0.0
ADDITIONAL,3,0.7800186276435852,,3,R1-D0,,,,43b8cae1-6678-2e38-9865-c19c07c25015,1,PARENT,,0.6992945671081543,0.6543167233467102,0.8809523582458496,0.8024625182151794,,-0.033509910106658936,0.0
ADDITIONAL,3,0.5905410051345825,,4,R1-D0,,,,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,PARENT,,0.5056367516517639,0.4606287479400635,0.6919893622398376,0.5671777725219727,,0.018931180238723755,0.0
ADDITIONAL,3,0.5878927111625671,,4,R1-D0,,,,6bde6081-9162-246f-8c4e-ffaf709d17b1,1,PARENT,,0.3422619104385376,0.28664976358413696,0.7062685489654541,0.41964298486709595,,0.09784993529319763,0.0
ADDITIONAL,3,0.7916667461395264,,3,R1-D0,,,,6bde60cb-9162-246f-8cf5-d04f7426e56f,1,PARENT,,0.4691358208656311,0.24850837886333466,0.384842187166214,0.38202962279319763,,-0.020607754588127136,0.0
ADDITIONAL,3,0.7598989605903625,,4,R1-D0,,,,742e8f15-be0a-294e-9ebb-6c72dbcb9662,1,PARENT,,0.6770833134651184,0.5985735058784485,1.0,0.9872891902923584,,-0.01898193359375,0.0
ADDITIONAL,3,0.36895161867141724,,3,R1-D0,,,,7747a50c-9431-24e8-877d-e60c3a341cc2,1,PARENT,,0.19012345373630524,0.17145860195159912,0.573654055595398,0.3886837065219879,,0.008818119764328003,0.0
ADDITIONAL,3,0.9146775007247925,,3,R1-D0,,,,8e0f1c28-9e28-2339-8584-ff06ff93c341,1,PARENT,,0.6851852536201477,0.45932209491729736,0.48270583152770996,0.46720653772354126,,-0.045963406562805176,0.0
ADDITIONAL,3,0.3188340365886688,,3,R1-D0,,,,a0905fd9-66f7-2272-9dfb-0483fdcc54c7,1,PARENT,,0.26581791043281555,0.2084369957447052,0.5460565090179443,0.3695670962333679,,-0.07315623760223389,0.0
ADDITIONAL,3,0.20492909848690033,,3,R1-D0,,,,ab835fae-54c6-29a1-995e-b06cfc555786,1,PARENT,,0.21759261190891266,0.06894459575414658,0.6310927867889404,0.14528729021549225,,-0.07316053658723831,0.0
ADDITIONAL,3,0.5462437272071838,,4,R1-D0,,,,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,1,PARENT,,0.319444477558136,0.2540613114833832,0.4853491485118866,0.43895450234413147,,0.020312979817390442,0.0
ADDITIONAL,3,0.71866375207901,,3,R1-D0,,,,b05fdd96-fca0-2d4f-88c3-d9dfda85c00e,1,PARENT,,0.5925925970077515,0.5333333611488342,0.7638888955116272,0.7583333253860474,,-0.18993604183197021,0.0
ADDITIONAL,3,0.02127188630402088,,3,R1-D0,,,,bf9a3da2-45a5-2e80-8219-1f0a216399fe,1,PARENT,,0.0,0.0,0.013443158008158207,0.0,,0.0,0.0
ADDITIONAL,3,0.37092751264572144,,4,R1-D0,,,,bf9a3de9-45a5-2e80-8022-277108d67404,1,PARENT,,0.2271605134010315,0.1710820496082306,0.5350580811500549,0.29906973242759705,,-0.038480862975120544,0.0
ADDITIONAL,3,0.43675148487091064,,3,R1-D0,,,,c7895f27-339c-2d13-836b-c12dca280261,1,PARENT,,0.33179011940956116,0.24975787103176117,0.5249578952789307,0.381636381149292,,-0.03884510695934296,0.0
ADDITIONAL,3,0.6882574558258057,,3,R1-D0,,,,c7895f7c-339c-2d13-819f-3bb0b26c91f6,1,PARENT,,0.6407407522201538,0.6295284032821655,0.7833333611488342,0.6853914260864258,,0.015626132488250732,0.0
ADDITIONAL,3,0.5998765826225281,,3,R1-D0,,,,c92fb5b5-f771-2064-8570-dbe16cb33764,1,PARENT,,0.4333333373069763,0.4333333373069763,0.5004273653030396,0.5,,-0.01111111044883728,0.0
ADDITIONAL,4,0.676417350769043,,4,R1-D0,,,,095821f7-e2c2-2de1-9568-b9ce59920e29,1,PARENT,,0.2326388955116272,0.08606024086475372,0.35970914363861084,0.2217983901500702,,-0.2727670222520828,0.0
ADDITIONAL,4,0.5910874009132385,,4,R1-D0,,,,0988ea72-eb32-2e61-8344-99e2283c2728,1,PARENT,,0.3576388955116272,0.33067214488983154,0.7916666865348816,0.5393024682998657,,-0.0159052312374115,0.0
ADDITIONAL,4,0.2975465655326843,,4,R1-D0,,,,4238490c-60a7-271e-9f38-3c651e3b3912,1,PARENT,,0.16435185074806213,0.14917942881584167,0.3454860746860504,0.17000533640384674,,-0.010210365056991577,0.0
ADDITIONAL,4,0.597588837146759,,4,R1-D0,,,,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,PARENT,,0.4726851284503937,0.4229022264480591,0.7527527809143066,0.5984067916870117,,0.005007028579711914,0.0
ADDITIONAL,4,0.5988466143608093,,4,R1-D0,,,,6bde6081-9162-246f-8c4e-ffaf709d17b1,1,PARENT,,0.2152777761220932,0.19371278584003448,0.6199349761009216,0.43642112612724304,,0.15752775222063065,0.0
ADDITIONAL,4,0.7249405384063721,,4,R1-D0,,,,742e8f15-be0a-294e-9ebb-6c72dbcb9662,1,PARENT,,0.6111111044883728,0.5211895108222961,0.8641555309295654,0.8620287775993347,,-0.07613343000411987,0.0
ADDITIONAL,4,0.6074309349060059,,4,R1-D0,,,,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,1,PARENT,,0.2450396865606308,0.22605733573436737,0.436779648065567,0.3856480121612549,,0.0004155188798904419,0.0
ADDITIONAL,4,0.33840250968933105,,4,R1-D0,,,,bf9a3de9-45a5-2e80-8022-277108d67404,1,PARENT,,0.17849795520305634,0.12782415747642517,0.4910985231399536,0.2598302364349365,,-0.03057679533958435,0.0
