population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,reference_id,episode_id,T,absolute_stage_index,generation_mismatch_count,matched_query_count,null_win_count,read_valid_tokens,stored_current_tokens,stored_historical_tokens,stored_occupied_slots,stored_valid_tokens,valid_read_count,attention_scale,content_control,enabled,null_mass_mean,read_output_norm,max_source_age,mean_source_age
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,0,0,0,0,0,0,0,0,0,0,11.321359634399414,native,True,1.0,0.0,N/A,N/A
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,1,0,5,2,40,0,40,5,40,3,11.321359634399414,native,True,0.22583024203777313,0.19556006789207458,1,1.0
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,2,0,4,2,48,0,48,6,48,2,11.321359634399414,native,True,0.3709384799003601,0.1452348530292511,2,1.3333333730697632
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,3,0,4,2,48,0,48,6,48,2,11.321359634399414,native,True,0.28629177808761597,0.11944679915904999,3,1.6666667461395264
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,4,0,4,2,48,0,48,6,48,2,11.321359634399414,native,True,0.36242249608039856,0.1391802579164505,4,2.1666667461395264
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,0,0,0,0,0,0,0,0,0,0,11.321359634399414,native,True,1.0,0.0,N/A,N/A
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,1,0,4,2,32,0,32,4,32,2,11.321359634399414,native,True,0.35650429129600525,0.13232755661010742,1,1.0
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,2,0,4,2,32,0,32,4,32,2,11.321359634399414,native,True,0.3167070150375366,0.11740853637456894,1,1.0
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,3,0,4,2,32,0,32,4,32,2,11.321359634399414,native,True,0.3482588529586792,0.13657937943935394,2,1.25
development_common_h5_canonical,M3-V-LAST,17fbb1abc272e745d8189007d665586fd58cc32cff0439185bf8760bfa917aed,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,4,0,4,1,31,0,31,4,31,3,11.321359634399414,native,True,0.23847872018814087,0.20399819314479828,1,1.0
